iso_code,continent,location,date,total_cases,new_cases
USA,North America,United States,17/08/2020,3553259,11
GBR,Europe,United Kingdom,04/07/2020,3557331,4072
IND,Asia,India,24/07/2020,3557579,248
BRA,South America,Brazil,31/07/2020,3557844,265
GBR,Europe,United Kingdom,16/05/2020,3557844,0
ZAF,Africa,South Africa,29/07/2020,3569815,11971
USA,North America,United States,05/07/2020,3570276,461
IND,Asia,India,15/05/2020,3579991,9715
GBR,Europe,United Kingdom,05/09/2020,3580076,85
BRA,South America,Brazil,06/06/2020,3593724,13648
IND,Asia,India,08/05/2020,3593986,262
ZAF,Africa,South Africa,22/08/2020,3594172,186
USA,North America,United States,22/05/2020,3638435,44263
AFG,Asia,Afghanistan,27/04/2020,3754187,115752
BRA,South America,Brazil,29/03/2020,3770757,16570
IND,Asia,India,06/03/2020,3798858,28101
GBR,Europe,United Kingdom,16/08/2020,3800449,1591
GBR,Europe,United Kingdom,23/05/2020,3800510,61
IND,Asia,India,18/04/2020,3801063,553
GBR,Europe,United Kingdom,14/06/2020,3801483,420
IND,Asia,India,02/05/2020,3801483,0
BRA,South America,Brazil,24/05/2020,3802477,994
GBR,Europe,United Kingdom,01/04/2020,3802535,58
BRA,South America,Brazil,23/03/2020,3802543,8
USA,North America,United States,06/03/2020,3802543,0
USA,North America,United States,19/07/2020,3802988,445
USA,North America,United States,09/07/2020,3803034,46
USA,North America,United States,15/05/2020,3816547,13513
GBR,Europe,United Kingdom,29/07/2020,3816762,215
IND,Asia,India,26/02/2020,3816817,55
GBR,Europe,United Kingdom,20/05/2020,3816817,0
ZAF,Africa,South Africa,30/07/2020,3816866,49
GBR,Europe,United Kingdom,27/08/2020,3818589,1723
BRA,South America,Brazil,21/05/2020,3818677,88
IND,Asia,India,16/04/2020,3818677,0
AFG,Asia,Afghanistan,03/06/2020,3818733,56
AFG,Asia,Afghanistan,27/02/2020,3830879,12146
IND,Asia,India,20/04/2020,3831091,212
AFG,Asia,Afghanistan,23/08/2020,3851138,20047
IND,Asia,India,22/03/2020,3852787,1649
BRA,South America,Brazil,10/03/2020,3852827,40
BRA,South America,Brazil,07/03/2020,3852836,9
GBR,Europe,United Kingdom,10/09/2020,3853985,1149
AFG,Asia,Afghanistan,25/08/2020,3883130,29145
IND,Asia,India,16/04/2020,3883217,87
BRA,South America,Brazil,11/04/2020,3883235,18
GBR,Europe,United Kingdom,19/03/2020,3883278,43
AFG,Asia,Afghanistan,29/04/2020,3883278,0
AFG,Asia,Afghanistan,30/07/2020,3885773,2495
AFG,Asia,Afghanistan,06/06/2020,3885773,0
BRA,South America,Brazil,26/02/2020,3886315,542
BRA,South America,Brazil,23/07/2020,3887647,1332
AFG,Asia,Afghanistan,29/07/2020,3887705,58
BRA,South America,Brazil,10/08/2020,3890582,2877
AFG,Asia,Afghanistan,27/05/2020,3890675,93
USA,North America,United States,05/03/2020,3922160,31485
BRA,South America,Brazil,15/03/2020,3926363,4203
IND,Asia,India,29/06/2020,3926444,81
BRA,South America,Brazil,24/05/2020,3926496,52
AFG,Asia,Afghanistan,24/07/2020,3926555,59
IND,Asia,India,28/05/2020,3926712,157
GBR,Europe,United Kingdom,27/05/2020,3927138,426
IND,Asia,India,03/09/2020,4214287,287149
IND,Asia,India,01/07/2020,4215295,1008
BRA,South America,Brazil,23/08/2020,4216994,1699
ZAF,Africa,South Africa,10/09/2020,4216994,0
IND,Asia,India,14/06/2020,4217373,379
IND,Asia,India,28/03/2020,4217373,0
AFG,Asia,Afghanistan,13/05/2020,4221923,4550
BRA,South America,Brazil,06/09/2020,4222884,961
AFG,Asia,Afghanistan,16/05/2020,4227999,5115
BRA,South America,Brazil,23/03/2020,4228051,52
GBR,Europe,United Kingdom,03/07/2020,4228208,157
ZAF,Africa,South Africa,05/03/2020,4263364,35156
IND,Asia,India,08/07/2020,4263372,8
BRA,South America,Brazil,25/04/2020,4263788,416
IND,Asia,India,05/06/2020,4263814,26
IND,Asia,India,27/03/2020,4263814,0
USA,North America,United States,08/07/2020,4263931,117
AFG,Asia,Afghanistan,25/07/2020,4266263,2332
ZAF,Africa,South Africa,21/05/2020,4267880,1617
BRA,South America,Brazil,26/07/2020,4297840,29960
GBR,Europe,United Kingdom,26/07/2020,4297899,59
ZAF,Africa,South Africa,11/03/2020,4297901,2
USA,North America,United States,24/05/2020,4297901,0
AFG,Asia,Afghanistan,29/07/2020,4298754,853
GBR,Europe,United Kingdom,06/04/2020,4308214,9460
GBR,Europe,United Kingdom,06/05/2020,4308234,20
IND,Asia,India,28/02/2020,4308289,55
AFG,Asia,Afghanistan,19/08/2020,4308848,559
USA,North America,United States,19/04/2020,4312276,3428
BRA,South America,Brazil,01/09/2020,4313415,1139
BRA,South America,Brazil,20/04/2020,4313477,62
USA,North America,United States,14/08/2020,4322484,9007
IND,Asia,India,06/08/2020,4322627,143
IND,Asia,India,05/05/2020,4339156,16529
GBR,Europe,United Kingdom,12/05/2020,4339336,180
AFG,Asia,Afghanistan,30/03/2020,4340469,1133
GBR,Europe,United Kingdom,02/08/2020,4341028,559
BRA,South America,Brazil,06/07/2020,4341045,17
USA,North America,United States,17/06/2020,4341124,79
AFG,Asia,Afghanistan,04/05/2020,4341278,154
USA,North America,United States,14/08/2020,4341582,304
AFG,Asia,Afghanistan,25/05/2020,4342381,799
ZAF,Africa,South Africa,07/07/2020,4346970,4589
BRA,South America,Brazil,07/06/2020,4347556,586
BRA,South America,Brazil,28/04/2020,4347663,107
ZAF,Africa,South Africa,18/03/2020,4347663,0
AFG,Asia,Afghanistan,08/04/2020,4349726,2063
IND,Asia,India,30/08/2020,4385803,36077
AFG,Asia,Afghanistan,19/07/2020,4385809,6
BRA,South America,Brazil,19/06/2020,4385809,0
USA,North America,United States,01/08/2020,4385888,79
GBR,Europe,United Kingdom,24/03/2020,4385888,0
USA,North America,United States,28/04/2020,4387971,2083
BRA,South America,Brazil,01/08/2020,4388234,263
USA,North America,United States,26/08/2020,4388301,67
IND,Asia,India,20/07/2020,4388328,27
IND,Asia,India,18/05/2020,4388374,46
AFG,Asia,Afghanistan,16/05/2020,4389336,962
USA,North America,United States,16/06/2020,4389421,85
USA,North America,United States,29/05/2020,4398297,8876
BRA,South America,Brazil,30/07/2020,4398297,0
AFG,Asia,Afghanistan,20/05/2020,4398434,137
AFG,Asia,Afghanistan,28/08/2020,4404015,5581
USA,North America,United States,31/08/2020,4404044,29
GBR,Europe,United Kingdom,30/04/2020,4404044,0
USA,North America,United States,25/03/2020,4435445,31401
USA,North America,United States,29/04/2020,4435463,18
USA,North America,United States,17/04/2020,4435486,23
IND,Asia,India,04/03/2020,4435518,32
ZAF,Africa,South Africa,07/08/2020,4435632,114
AFG,Asia,Afghanistan,16/05/2020,4449343,13711
ZAF,Africa,South Africa,31/07/2020,4449343,0
IND,Asia,India,23/03/2020,4449442,99
GBR,Europe,United Kingdom,25/07/2020,4451420,1978
BRA,South America,Brazil,26/03/2020,4451527,107
GBR,Europe,United Kingdom,11/03/2020,4458238,6711
AFG,Asia,Afghanistan,17/06/2020,4458238,0
BRA,South America,Brazil,08/04/2020,4462431,4193
ZAF,Africa,South Africa,12/04/2020,4462431,0
GBR,Europe,United Kingdom,20/05/2020,4472758,10327
AFG,Asia,Afghanistan,18/07/2020,4472823,65
GBR,Europe,United Kingdom,08/05/2020,4473411,588
BRA,South America,Brazil,25/06/2020,4503733,30322
BRA,South America,Brazil,26/06/2020,4518421,14688
GBR,Europe,United Kingdom,15/04/2020,4522085,3664
IND,Asia,India,20/07/2020,4522747,662
GBR,Europe,United Kingdom,31/08/2020,4522747,0
ZAF,Africa,South Africa,13/07/2020,4522794,47
GBR,Europe,United Kingdom,21/05/2020,4524087,1293
GBR,Europe,United Kingdom,12/08/2020,4524087,0
IND,Asia,India,17/05/2020,4524270,183
USA,North America,United States,08/06/2020,4524349,79
BRA,South America,Brazil,25/05/2020,4524349,0
ZAF,Africa,South Africa,01/06/2020,4524349,0
AFG,Asia,Afghanistan,15/03/2020,4524354,5
BRA,South America,Brazil,29/02/2020,4524480,126
BRA,South America,Brazil,09/09/2020,4524480,0
USA,North America,United States,16/04/2020,4525319,839
BRA,South America,Brazil,20/05/2020,4526892,1573
BRA,South America,Brazil,21/08/2020,4526938,46
IND,Asia,India,07/09/2020,4527427,489
IND,Asia,India,19/05/2020,4529755,2328
IND,Asia,India,09/07/2020,4529831,76
IND,Asia,India,29/05/2020,4543370,13539
IND,Asia,India,15/08/2020,4543388,18
ZAF,Africa,South Africa,15/06/2020,4543388,0
AFG,Asia,Afghanistan,04/05/2020,4543388,0
USA,North America,United States,30/07/2020,4544105,717
GBR,Europe,United Kingdom,06/04/2020,4544135,30
ZAF,Africa,South Africa,28/08/2020,4544210,75
IND,Asia,India,07/08/2020,4544210,0
USA,North America,United States,28/03/2020,4544298,88
GBR,Europe,United Kingdom,09/04/2020,4550127,5829
BRA,South America,Brazil,26/03/2020,4555317,5190
ZAF,Africa,South Africa,16/07/2020,4555472,155
BRA,South America,Brazil,08/08/2020,4556533,1061
USA,North America,United States,24/02/2020,4556606,73
AFG,Asia,Afghanistan,26/08/2020,4557850,1244
AFG,Asia,Afghanistan,14/03/2020,4557905,55
USA,North America,United States,11/08/2020,4621910,64005
AFG,Asia,Afghanistan,05/05/2020,4622030,120
AFG,Asia,Afghanistan,03/08/2020,4622258,228
BRA,South America,Brazil,19/08/2020,4634593,12335
AFG,Asia,Afghanistan,05/03/2020,4634602,9
AFG,Asia,Afghanistan,09/06/2020,4634628,26
USA,North America,United States,06/04/2020,4634732,104
AFG,Asia,Afghanistan,04/03/2020,4637781,3049
ZAF,Africa,South Africa,02/03/2020,4637813,32
IND,Asia,India,10/09/2020,4637877,64
IND,Asia,India,13/03/2020,4697872,59995
USA,North America,United States,03/09/2020,4697889,17
IND,Asia,India,18/04/2020,4697970,81
BRA,South America,Brazil,21/08/2020,4742021,44051
ZAF,Africa,South Africa,26/02/2020,4746077,4056
ZAF,Africa,South Africa,16/04/2020,4762554,16477
USA,North America,United States,07/04/2020,4763107,553
AFG,Asia,Afghanistan,29/05/2020,4763242,135
IND,Asia,India,11/04/2020,4763387,145
BRA,South America,Brazil,17/04/2020,4764614,1227
USA,North America,United States,16/07/2020,4764622,8
USA,North America,United States,30/07/2020,4794457,29835
AFG,Asia,Afghanistan,25/05/2020,4795195,738
GBR,Europe,United Kingdom,28/07/2020,4843545,48350
IND,Asia,India,16/07/2020,4844055,510
BRA,South America,Brazil,14/04/2020,4844096,41
USA,North America,United States,02/08/2020,4844137,41
IND,Asia,India,25/07/2020,4844218,81
BRA,South America,Brazil,12/03/2020,4844419,201
ZAF,Africa,South Africa,28/06/2020,4902998,58579
ZAF,Africa,South Africa,26/07/2020,4902998,0
BRA,South America,Brazil,29/02/2020,4902998,0
ZAF,Africa,South Africa,07/08/2020,4903036,38
USA,North America,United States,13/08/2020,4903036,0
IND,Asia,India,05/09/2020,4903127,91
BRA,South America,Brazil,12/08/2020,4903442,315
USA,North America,United States,06/07/2020,4919986,16544
IND,Asia,India,11/05/2020,4920161,175
IND,Asia,India,02/09/2020,4930695,10534
USA,North America,United States,15/05/2020,4930760,65
IND,Asia,India,13/05/2020,4932097,1337
GBR,Europe,United Kingdom,21/05/2020,4932114,17
BRA,South America,Brazil,07/03/2020,4948366,16252
BRA,South America,Brazil,28/04/2020,4948425,59
IND,Asia,India,07/08/2020,4948452,27
USA,North America,United States,27/04/2020,4948734,282
AFG,Asia,Afghanistan,08/03/2020,4949290,556
ZAF,Africa,South Africa,17/07/2020,4961064,11774
IND,Asia,India,23/06/2020,4961222,158
AFG,Asia,Afghanistan,10/05/2020,4961374,152
IND,Asia,India,07/03/2020,4964232,2858
AFG,Asia,Afghanistan,06/05/2020,72416,108184
IND,Asia,India,06/07/2020,72416,0
USA,North America,United States,29/02/2020,75076,2660
ZAF,Africa,South Africa,23/06/2020,75108,32
AFG,Asia,Afghanistan,27/05/2020,75164,56
GBR,Europe,United Kingdom,06/08/2020,75199,35
USA,North America,United States,20/04/2020,75344,145
ZAF,Africa,South Africa,16/04/2020,75347,3
IND,Asia,India,09/04/2020,76139,792
AFG,Asia,Afghanistan,11/05/2020,76201,62
ZAF,Africa,South Africa,04/07/2020,76901,700
BRA,South America,Brazil,28/03/2020,76991,90
USA,North America,United States,04/09/2020,77139,148
AFG,Asia,Afghanistan,01/09/2020,77166,27
USA,North America,United States,30/08/2020,77166,0
AFG,Asia,Afghanistan,05/04/2020,94429,17263
BRA,South America,Brazil,11/05/2020,94621,192
GBR,Europe,United Kingdom,27/04/2020,95341,720
BRA,South America,Brazil,17/07/2020,95353,12
IND,Asia,India,30/08/2020,95554,201
USA,North America,United States,20/06/2020,95688,134
GBR,Europe,United Kingdom,24/03/2020,95688,0
USA,North America,United States,12/08/2020,96821,1133
ZAF,Africa,South Africa,26/05/2020,98490,1669
AFG,Asia,Afghanistan,01/03/2020,98635,145
IND,Asia,India,15/08/2020,107977,9342
IND,Asia,India,17/03/2020,109871,1894
USA,North America,United States,30/03/2020,109871,0
IND,Asia,India,14/07/2020,110034,163
USA,North America,United States,20/07/2020,110360,326
AFG,Asia,Afghanistan,25/08/2020,111295,935
AFG,Asia,Afghanistan,18/06/2020,113936,2641
USA,North America,United States,14/05/2020,132895,18959
BRA,South America,Brazil,01/08/2020,138995,6100
BRA,South America,Brazil,19/03/2020,139653,658
AFG,Asia,Afghanistan,17/06/2020,140079,426
GBR,Europe,United Kingdom,27/05/2020,140259,180
BRA,South America,Brazil,12/04/2020,140956,697
USA,North America,United States,26/08/2020,159105,18149
AFG,Asia,Afghanistan,21/03/2020,165607,6502
IND,Asia,India,27/07/2020,166111,504
IND,Asia,India,15/08/2020,167749,1638
BRA,South America,Brazil,28/05/2020,167792,43
GBR,Europe,United Kingdom,14/08/2020,167821,29
ZAF,Africa,South Africa,26/07/2020,167821,0
BRA,South America,Brazil,08/03/2020,167830,9
GBR,Europe,United Kingdom,24/06/2020,167833,3
BRA,South America,Brazil,11/04/2020,169917,2084
IND,Asia,India,30/06/2020,169981,64
GBR,Europe,United Kingdom,18/05/2020,170104,123
IND,Asia,India,25/05/2020,170380,276
USA,North America,United States,09/03/2020,173038,2658
USA,North America,United States,14/04/2020,173145,107
AFG,Asia,Afghanistan,17/04/2020,173145,0
IND,Asia,India,11/07/2020,418430,245285
IND,Asia,India,10/06/2020,420790,2360
AFG,Asia,Afghanistan,08/05/2020,420830,40
USA,North America,United States,22/03/2020,420900,70
USA,North America,United States,24/08/2020,421284,384
GBR,Europe,United Kingdom,07/09/2020,423933,2649
GBR,Europe,United Kingdom,10/09/2020,433579,9646
ZAF,Africa,South Africa,26/07/2020,433783,204
USA,North America,United States,30/06/2020,433920,137
ZAF,Africa,South Africa,03/05/2020,456680,22760
BRA,South America,Brazil,01/08/2020,458580,1900
IND,Asia,India,17/08/2020,486052,27472
GBR,Europe,United Kingdom,29/05/2020,486104,52
BRA,South America,Brazil,12/07/2020,488832,2728
GBR,Europe,United Kingdom,08/09/2020,489074,242
AFG,Asia,Afghanistan,05/06/2020,489144,70
IND,Asia,India,30/08/2020,489144,0
ZAF,Africa,South Africa,03/08/2020,489150,6
ZAF,Africa,South Africa,20/05/2020,489581,431
GBR,Europe,United Kingdom,07/06/2020,617546,127965
USA,North America,United States,11/06/2020,752820,135274
ZAF,Africa,South Africa,14/05/2020,752820,0
AFG,Asia,Afghanistan,08/04/2020,754479,1659
AFG,Asia,Afghanistan,14/06/2020,755000,521
USA,North America,United States,23/04/2020,755059,59
AFG,Asia,Afghanistan,03/09/2020,756152,1093
IND,Asia,India,04/05/2020,766497,10345
GBR,Europe,United Kingdom,07/03/2020,777976,11479
AFG,Asia,Afghanistan,11/05/2020,778069,93
IND,Asia,India,17/08/2020,778074,5
USA,North America,United States,27/06/2020,780073,1999
GBR,Europe,United Kingdom,18/08/2020,780085,12
USA,North America,United States,31/05/2020,791380,11295
GBR,Europe,United Kingdom,24/05/2020,791392,12
AFG,Asia,Afghanistan,27/08/2020,791461,69
AFG,Asia,Afghanistan,22/05/2020,791560,99
GBR,Europe,United Kingdom,01/06/2020,791664,104
IND,Asia,India,06/05/2020,791664,0
IND,Asia,India,03/05/2020,791664,0
IND,Asia,India,30/08/2020,794196,2532
BRA,South America,Brazil,26/07/2020,795929,1733
ZAF,Africa,South Africa,02/04/2020,795929,0
ZAF,Africa,South Africa,27/08/2020,796191,262
ZAF,Africa,South Africa,21/03/2020,797092,901
IND,Asia,India,03/04/2020,797094,2
AFG,Asia,Afghanistan,25/06/2020,797184,90
BRA,South America,Brazil,25/03/2020,797292,108
IND,Asia,India,03/07/2020,797362,70
AFG,Asia,Afghanistan,09/03/2020,797392,30
BRA,South America,Brazil,23/08/2020,797457,65
AFG,Asia,Afghanistan,03/05/2020,805695,8238
GBR,Europe,United Kingdom,05/03/2020,811336,5641
AFG,Asia,Afghanistan,24/03/2020,813445,2109
BRA,South America,Brazil,29/03/2020,813477,32
IND,Asia,India,14/06/2020,815441,1964
ZAF,Africa,South Africa,06/04/2020,843181,27740
BRA,South America,Brazil,30/08/2020,874776,31595
IND,Asia,India,09/08/2020,877285,2509
IND,Asia,India,26/05/2020,877737,452
USA,North America,United States,11/08/2020,879189,1452
GBR,Europe,United Kingdom,11/08/2020,879189,0
USA,North America,United States,21/06/2020,880049,860
ZAF,Africa,South Africa,26/02/2020,880460,411
BRA,South America,Brazil,23/05/2020,880793,333
USA,North America,United States,11/05/2020,880793,0
ZAF,Africa,South Africa,16/05/2020,1167942,287149
IND,Asia,India,18/05/2020,1168951,1009
BRA,South America,Brazil,26/06/2020,1169303,352
USA,North America,United States,21/07/2020,1169378,75
AFG,Asia,Afghanistan,10/05/2020,1169509,131
ZAF,Africa,South Africa,07/06/2020,1169739,230
ZAF,Africa,South Africa,16/04/2020,1169803,64
GBR,Europe,United Kingdom,07/04/2020,1169896,93
AFG,Asia,Afghanistan,09/04/2020,1169898,2
BRA,South America,Brazil,31/03/2020,1213410,43512
USA,North America,United States,01/04/2020,1213797,387
IND,Asia,India,11/06/2020,1213797,0
USA,North America,United States,11/06/2020,1213866,69
BRA,South America,Brazil,21/05/2020,1213890,24
BRA,South America,Brazil,07/08/2020,1213910,20
BRA,South America,Brazil,05/03/2020,1214027,117
BRA,South America,Brazil,26/05/2020,1214117,90
ZAF,Africa,South Africa,14/08/2020,1217495,3378
USA,North America,United States,27/04/2020,1221398,3903
AFG,Asia,Afghanistan,13/08/2020,1221413,15
IND,Asia,India,28/06/2020,1296395,74982
IND,Asia,India,14/06/2020,1296456,61
GBR,Europe,United Kingdom,07/06/2020,1296518,62
ZAF,Africa,South Africa,25/04/2020,1296646,128
BRA,South America,Brazil,24/04/2020,1296807,161
BRA,South America,Brazil,23/05/2020,1296850,43
BRA,South America,Brazil,06/03/2020,1296873,23
ZAF,Africa,South Africa,09/07/2020,1296873,0
AFG,Asia,Afghanistan,05/09/2020,1296919,46
BRA,South America,Brazil,07/05/2020,1296927,8
GBR,Europe,United Kingdom,09/06/2020,1297754,827
GBR,Europe,United Kingdom,02/07/2020,1298689,935
AFG,Asia,Afghanistan,08/07/2020,1298849,160
ZAF,Africa,South Africa,18/06/2020,1298861,12
BRA,South America,Brazil,06/04/2020,1299021,160
USA,North America,United States,18/07/2020,1303010,3989
USA,North America,United States,21/08/2020,1311056,8046
IND,Asia,India,02/04/2020,1328897,17841
AFG,Asia,Afghanistan,25/03/2020,1328938,41
USA,North America,United States,14/07/2020,1379939,51001
IND,Asia,India,27/04/2020,1380175,236
GBR,Europe,United Kingdom,05/06/2020,1380519,344
IND,Asia,India,30/05/2020,1380613,94
BRA,South America,Brazil,07/04/2020,1645785,265172
BRA,South America,Brazil,29/08/2020,1649970,4185
GBR,Europe,United Kingdom,30/05/2020,1650274,304
AFG,Asia,Afghanistan,25/02/2020,1650274,0
ZAF,Africa,South Africa,01/08/2020,1650288,14
BRA,South America,Brazil,30/03/2020,1650306,18
BRA,South America,Brazil,18/04/2020,1681884,31578
IND,Asia,India,16/06/2020,1686575,4691
IND,Asia,India,20/05/2020,1686575,0
IND,Asia,India,01/09/2020,1708543,21968
USA,North America,United States,02/05/2020,1708726,183
GBR,Europe,United Kingdom,13/06/2020,1713916,5190
AFG,Asia,Afghanistan,13/05/2020,1732454,18538
IND,Asia,India,03/04/2020,1732771,317
AFG,Asia,Afghanistan,18/03/2020,1732910,139
IND,Asia,India,19/06/2020,1732945,35
BRA,South America,Brazil,27/08/2020,1733555,610
AFG,Asia,Afghanistan,06/06/2020,1733561,6
USA,North America,United States,28/07/2020,1739212,5651
IND,Asia,India,25/04/2020,1853340,114128
ZAF,Africa,South Africa,25/07/2020,1853826,486
GBR,Europe,United Kingdom,01/03/2020,1853940,114
BRA,South America,Brazil,01/04/2020,1854482,542
IND,Asia,India,09/09/2020,1854514,32
AFG,Asia,Afghanistan,21/06/2020,1928517,74003
IND,Asia,India,19/05/2020,1928517,0
BRA,South America,Brazil,19/05/2020,1929721,1204
GBR,Europe,United Kingdom,24/05/2020,1929764,43
GBR,Europe,United Kingdom,23/06/2020,1929813,49
GBR,Europe,United Kingdom,30/05/2020,1929961,148
ZAF,Africa,South Africa,14/08/2020,1929969,8
BRA,South America,Brazil,01/08/2020,1930211,242
