No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,PEG,P/S,P/B,Price,Volume,EPS (ttm),EPS growth next year,EPS growth next 5 years,Total Debt/Equity,Beta,Institutional Ownership,RSI
734,BCG,BCG Holdings Inc.,Services,Air Services,USA,16645909.23,18.35,1.85,3.89,1.63,47.42,"57,228",3.45,3.46%,7.09%,0.88,0.49,88.34%,42.92
735,BCH,BCH Corp.,Services,Education,USA,2285864.82,19.08,,1.59,1.14,55.80,"34,897",0.68,18.84%,13.37%,1.36,1.31,20.44%,56.50
736,BCI,BCI Holdings Inc.,Services,Retail,USA,308562.71,24.04,3.02,1.68,2.27,11.59,"12,470",0.62,18.56%,24.29%,0.57,0.30,78.91%,52.16
737,BCJ,BCJ Corp.,Services,Restaurants,USA,3088132.73,11.85,1.34,3.63,0.70,29.52,"49,332",9.45,16.85%,11.39%,0.78,0.87,74.67%,50.30
738,BCK,BCK Holdings Inc.,Services,Telecom Services,USA,10680539.48,32.25,,0.83,4.05,73.65,"249,159",2.09,9.30%,14.78%,1.46,1.45,32.88%,64.77
739,BCL,BCL Corp.,Services,Air Services,USA,1724675.69,36.82,1.36,3.83,4.42,12.20,"156,374",-0.43,1.18%,12.34%,1.02,1.13,73.98%,30.41
740,BCM,BCM Holdings Inc.,Services,Education,USA,785210.50,21.11,1.12,2.34,1.75,23.25,"160,803",1.59,8.14%,15.36%,1.13,1.90,57.73%,43.50
741,BCN,BCN Corp.,Services,Retail,USA,72857347.40,19.99,1.16,2.83,2.98,45.81,"112,446",5.35,22.95%,-2.61%,0.19,0.72,66.82%,68.65
742,BCO,BCO Holdings Inc.,Services,Restaurants,USA,228180260.15,48.08,2.57,6.53,4.85,40.96,"23,617",2.83,21.24%,8.67%,0.42,1.18,52.75%,71.76
743,BCP,BCP Corp.,Services,Telecom Services,USA,2456248.45,14.72,3.06,1.60,,29.99,961,-4.96,10.38%,-16.74%,1.18,1.28,27.09%,55.10
744,BCQ,BCQ Holdings Inc.,Services,Air Services,USA,1703209.60,19.75,2.38,2.49,2.04,29.49,"83,888",0.46,8.52%,21.24%,0.24,1.18,35.33%,32.60
745,BCR,BCR Corp.,Services,Education,USA,468446.54,,,0.75,3.08,10.15,"42,286",6.09,-1.68%,18.53%,1.58,0.84,74.46%,29.56
746,BCS,BCS Holdings Inc.,Services,Retail,USA,39384884.40,19.50,1.43,4.03,2.98,20.36,"140,568",-0.36,8.65%,-4.62%,0.30,0.30,49.20%,38.04
747,BCT,BCT Holdings Inc.,Services,Restaurants,USA,5808038.30,24.17,1.95,0.67,3.03,14.36,"83,568",4.54,-7.81%,13.44%,0.88,0.24,14.13%,72.46
748,BCU,BCU Holdings Inc.,Services,Telecom Services,USA,34188486.10,31.37,0.31,8.76,1.39,18.64,"64,038",5.48,14.30%,-3.63%,1.07,0.96,29.94%,62.35
749,BCV,BCV Holdings Inc.,Services,Air Services,USA,4921035.24,14.14,3.73,1.23,1.94,29.01,"24,920",6.86,-3.46%,11.86%,0.32,1.24,22.01%,48.53
750,BCW,BCW Corp.,Services,Education,USA,497139.38,15.28,4.87,2.10,1.36,12.24,"36,071",2.50,19.43%,19.04%,0.45,0.92,41.20%,75.17
751,BCX,BCX Holdings Inc.,Services,Retail,USA,3240143.11,60.46,2.32,,4.13,48.69,"247,902",2.26,5.68%,2.13%,0.80,0.35,42.31%,61.39
752,BCY,BCY Holdings Inc.,Services,Restaurants,USA,4166560.36,13.56,3.69,4.82,1.26,19.28,"57,569",8.15,-9.98%,14.09%,0.46,0.59,35.32%,79.42
753,BCZ,BCZ Holdings Inc.,Services,Telecom Services,USA,1816543.15,20.10,0.58,1.04,4.02,73.03,"46,109",2.12,23.27%,28.29%,1.37,0.57,23.99%,69.48
754,BDA,BDA Holdings Inc.,Services,Air Services,USA,7844279.27,62.00,2.73,0.81,,39.25,"40,622",3.09,30.37%,2.69%,0.82,0.53,13.16%,23.25
755,BDB,BDB Holdings Inc.,Services,Education,USA,20648645.97,14.47,0.45,2.36,,31.37,"199,386",-0.43,4.92%,-9.33%,0.68,0.15,43.13%,57.38
756,BDC,BDC Holdings Inc.,Services,Retail,USA,530292.76,20.24,0.53,0.95,21.66,2.51,"84,650",2.28,16.99%,-14.42%,1.09,1.00,43.91%,57.00
757,BDD,BDD Holdings Inc.,Services,Restaurants,USA,639328.60,23.38,0.74,0.86,4.85,31.06,"320,763",-1.09,-12.62%,0.72%,0.47,0.75,89.67%,58.21
758,BDE,BDE Holdings Inc.,Services,Telecom Services,USA,5055798.17,,1.84,1.73,0.80,35.66,"58,836",8.19,-5.28%,51.55%,0.61,0.77,38.15%,58.17
759,BDF,BDF Corp.,Services,Air Services,USA,1487932.98,34.19,1.15,2.03,2.45,16.65,"1,221,101",1.42,16.22%,-11.23%,0.74,1.56,22.29%,49.92
760,BDG,BDG Corp.,Services,Education,USA,236483.43,11.58,3.19,3.17,2.97,15.78,"8,046",-3.09,-7.34%,6.03%,1.53,1.21,35.28%,39.75
761,BDH,BDH Corp.,Services,Retail,USA,10595205.38,24.78,1.93,3.71,4.31,35.68,"24,876",0.86,11.31%,0.20%,0.14,0.72,29.83%,19.89
762,BDI,BDI Corp.,Services,Restaurants,USA,18429262.22,,2.39,6.52,2.14,50.02,"27,635",2.98,-4.10%,20.14%,0.90,1.15,27.50%,26.36
763,BDJ,BDJ Corp.,Services,Telecom Services,USA,2025565.30,13.06,1.88,1.16,5.93,40.37,"260,577",-1.52,-11.01%,27.50%,0.80,1.11,22.37%,48.68
764,BDK,BDK Corp.,Services,Air Services,USA,2243791.72,13.61,,1.11,1.73,54.40,"153,253",5.98,4.47%,23.95%,0.16,1.18,56.75%,53.70
765,BDL,BDL Corp.,Services,Education,USA,1769078.24,27.92,2.17,2.30,0.43,36.93,"61,692",-0.46,21.12%,26.31%,1.06,1.50,24.28%,59.14
766,BDM,BDM Corp.,Services,Retail,USA,3064253.40,37.85,0.89,0.90,2.15,28.21,"16,330",5.33,3.94%,12.01%,1.06,1.04,59.06%,44.71
767,BDN,BDN Corp.,Services,Restaurants,USA,15970174.94,12.87,2.84,1.61,2.28,144.66,"47,790",-2.20,15.71%,-3.26%,0.25,1.59,29.63%,47.21
768,BDO,BDO Corp.,Services,Telecom Services,USA,26677595.17,24.99,1.20,,2.97,23.70,"588,592",6.50,19.63%,21.00%,0.44,0.98,22.06%,57.69
769,BDP,BDP Corp.,Services,Air Services,USA,19744767.13,16.44,1.41,2.63,3.60,20.94,"69,932",1.96,19.02%,20.28%,0.21,1.84,13.34%,35.23
770,BDQ,BDQ Corp.,Services,Education,USA,7468806.84,11.51,,1.31,0.84,23.95,"817,191",2.54,8.07%,1.65%,2.05,1.05,39.87%,27.40
771,BDR,BDR Holdings Inc.,Services,Retail,USA,9545215.76,11.95,0.99,1.14,2.96,32.98,"79,875",8.49,7.91%,31.51%,1.56,0.85,3.86%,37.97
772,BDS,BDS Corp.,Services,Restaurants,USA,4489575.40,,1.62,1.71,,12.08,"467,965",5.90,6.25%,7.64%,0.80,0.77,62.96%,67.00
773,BDT,BDT Holdings Inc.,Services,Telecom Services,USA,4111311.62,38.71,1.78,3.45,1.04,34.09,"385,628",-0.25,-6.61%,16.16%,0.61,1.54,54.05%,27.96
774,BDU,BDU Corp.,Services,Air Services,USA,7099385.08,18.62,2.62,2.64,2.40,14.52,"2,369",3.93,30.61%,23.52%,0.25,1.71,25.18%,48.06
775,BDV,BDV Corp.,Services,Education,USA,11984221.94,11.01,2.29,1.32,1.09,17.65,"22,076",4.16,2.48%,22.76%,0.75,0.63,64.33%,41.28
776,BDW,BDW Holdings Inc.,Services,Retail,USA,32650652.26,31.10,0.96,1.10,3.34,44.22,"172,179",6.70,23.69%,5.82%,1.22,0.86,57.79%,53.41
777,BDX,BDX Corp.,Services,Restaurants,USA,8277385.09,33.94,1.84,0.67,5.01,30.65,"48,636",0.18,20.31%,0.64%,0.23,1.17,45.04%,42.36
778,BDY,BDY Corp.,Services,Telecom Services,Canada,3541484.64,18.83,1.89,5.70,2.03,73.26,"272,303",4.38,21.64%,-4.31%,0.59,0.84,12.92%,45.04
779,BDZ,BDZ Corp.,Services,Air Services,Canada,2296786.27,32.39,3.27,2.23,11.99,14.66,"142,122",3.47,1.16%,28.41%,1.54,1.33,10.82%,44.39
780,BEA,BEA Corp.,Services,Education,Canada,850005.45,20.89,0.55,5.01,0.75,17.71,"73,466",3.20,6.22%,22.59%,0.45,1.60,34.68%,50.07
781,BEB,BEB Holdings Inc.,Services,Retail,Canada,2067259.71,18.66,4.21,7.16,0.65,24.39,"186,596",-3.26,16.18%,-0.35%,0.21,0.46,37.67%,53.96
782,BEC,BEC Holdings Inc.,Services,Restaurants,Canada,9288512.39,16.61,3.62,1.80,5.99,28.46,"75,795",4.74,19.11%,8.47%,1.81,1.33,17.96%,85.06
783,BED,BED Corp.,Services,Telecom Services,Canada,966315.83,18.42,2.75,5.34,1.87,18.96,"31,052",0.51,8.27%,8.06%,0.96,1.59,61.51%,63.66
784,BEE,BEE Holdings Inc.,Services,Air Services,Canada,5743545.50,11.30,1.24,2.66,2.45,61.13,"20,828",-1.38,22.88%,26.44%,0.27,1.21,3.62%,47.25
785,BEF,BEF Corp.,Services,Education,Canada,7404071.89,11.87,,1.17,2.01,20.01,"28,382",8.07,28.04%,3.63%,0.25,1.03,72.53%,34.20
786,BEG,BEG Corp.,Services,Retail,UK,548472.80,15.09,1.70,3.08,,33.62,"715,610",1.34,-29.89%,4.34%,1.05,1.65,36.16%,68.00
787,BEH,BEH Corp.,Services,Restaurants,UK,3015089.17,21.96,2.44,4.35,1.47,16.32,"33,669",2.38,18.30%,15.36%,0.19,0.44,38.89%,54.91
788,BEI,BEI Corp.,Services,Telecom Services,UK,55241592.79,28.27,1.93,3.88,1.61,85.78,"10,220",2.32,-1.19%,13.32%,0.57,0.78,30.64%,35.06
789,BEJ,BEJ Holdings Inc.,Services,Air Services,UK,2402939.21,22.40,1.63,2.44,3.52,14.20,"355,032",0.73,16.59%,-2.59%,0.34,1.50,24.92%,47.21
790,BEK,BEK Holdings Inc.,Services,Education,UK,12341541.70,20.77,1.45,0.94,3.39,135.35,"746,017",2.38,-4.57%,27.47%,0.65,0.93,8.62%,34.02
791,BEL,BEL Corp.,Services,Retail,China,467266.65,11.65,0.39,4.51,,18.13,"13,600",4.21,21.54%,13.55%,1.19,0.92,14.15%,46.95
792,BEM,BEM Holdings Inc.,Services,Restaurants,China,2516572.29,17.59,3.13,6.30,1.04,41.96,"26,942",7.13,-15.17%,9.05%,0.79,0.72,12.44%,82.92
793,BEN,BEN Holdings Inc.,Services,Telecom Services,China,3112394.54,9.12,2.75,1.95,,25.81,"127,946",0.26,-13.48%,40.01%,0.21,1.13,6.41%,44.79
794,BEO,BEO Holdings Inc.,Services,Air Services,China,11375648.04,50.17,3.06,2.70,1.31,14.72,"111,909",-3.06,29.05%,-17.41%,0.60,1.46,56.61%,45.18
795,BEP,BEP Holdings Inc.,Services,Education,Chile,1542564.35,17.21,3.21,1.25,3.93,22.24,"19,113",-5.82,-11.88%,14.59%,0.13,0.81,31.74%,47.44
796,BEQ,BEQ Corp.,Services,Retail,Chile,3493311.09,5.81,0.63,3.14,2.46,17.34,"339,778",7.84,-17.06%,23.91%,0.53,0.66,14.95%,58.61
797,BER,BER Holdings Inc.,Services,Restaurants,Chile,5912425.23,14.68,,2.73,2.64,16.02,"260,870",-0.09,13.62%,26.71%,0.55,1.24,26.27%,70.21
798,BES,BES Corp.,Services,Telecom Services,Switzerland,8981085.10,30.55,2.57,11.98,2.94,26.17,"100,554",-3.29,5.10%,24.60%,0.28,0.89,16.71%,85.35
799,BET,BET Corp.,Services,Air Services,Switzerland,3343837.57,23.22,3.34,1.63,1.01,8.99,"119,988",0.59,16.81%,-6.76%,0.62,1.35,12.20%,18.85
800,BEU,BEU Holdings Inc.,Services,Education,USA,14522731.75,8.53,,2.44,1.49,22.01,"56,970",2.75,12.97%,8.26%,0.31,0.55,49.80%,55.16
801,BEV,BEV Corp.,Services,Retail,USA,5211295.79,14.09,1.11,2.23,0.89,23.16,"89,809",4.40,24.30%,-0.61%,0.49,2.14,30.93%,76.04
802,BEW,BEW Corp.,Services,Restaurants,USA,3965646.36,11.90,1.57,4.20,,17.04,"31,906",-2.15,4.06%,1.30%,1.20,1.27,42.00%,44.53
803,BEX,BEX Corp.,Services,Telecom Services,USA,16693879.33,26.09,1.95,1.00,1.07,167.09,"50,830",1.71,15.88%,8.41%,1.97,1.09,13.54%,40.73
804,BEY,BEY Holdings Inc.,Services,Air Services,USA,1146216.10,27.34,1.31,2.51,,45.34,"100,325",-1.36,5.89%,4.07%,1.06,0.15,7.30%,50.65
805,BEZ,BEZ Corp.,Services,Education,USA,1879475.89,55.21,3.14,0.79,1.47,12.22,"152,776",3.59,15.56%,5.24%,0.42,1.59,9.98%,45.95
806,BFA,BFA Holdings Inc.,Services,Retail,USA,4895405.22,14.38,2.89,3.44,7.19,10.60,"38,435",6.88,-0.79%,-6.37%,0.63,0.41,64.83%,52.86
807,BFB,BFB Holdings Inc.,Services,Restaurants,USA,1551143.46,5.43,4.10,0.68,7.98,12.06,"158,380",5.88,7.21%,8.97%,0.39,1.13,53.38%,48.90
808,BFC,BFC Corp.,Services,Telecom Services,USA,1990456.14,12.41,,1.99,,67.69,"87,572",9.54,3.07%,5.84%,0.62,1.83,9.18%,39.93
809,BFD,BFD Holdings Inc.,Services,Air Services,USA,15841175.57,24.65,1.55,1.00,1.59,18.87,"49,167",5.21,15.05%,14.95%,0.40,1.47,20.93%,51.51
810,BFE,BFE Holdings Inc.,Services,Education,USA,36238966.76,22.99,2.19,2.58,1.18,62.73,"8,817",3.73,10.76%,22.41%,1.24,1.14,12.18%,48.06
811,BFF,BFF Corp.,Services,Retail,USA,840608.38,19.48,2.61,2.39,,9.95,"133,523",3.04,-1.99%,28.21%,0.30,0.84,34.44%,49.37
812,BFG,BFG Corp.,Services,Restaurants,USA,1841117.11,16.54,,,3.37,5.75,"259,669",3.19,22.78%,9.76%,0.54,1.53,54.47%,46.54
813,BFH,BFH Corp.,Services,Telecom Services,USA,2215226.31,25.26,1.42,3.67,3.60,15.44,"45,125",3.83,-3.62%,31.63%,0.65,0.86,37.49%,68.00
814,BFI,BFI Corp.,Services,Air Services,USA,8280505.83,17.49,,2.37,1.20,5.72,"387,325",3.71,8.13%,6.60%,0.29,1.76,24.83%,95.00
815,BFJ,BFJ Holdings Inc.,Services,Education,USA,557187.93,22.51,0.81,2.97,1.55,27.21,"13,449",-0.42,10.97%,13.95%,0.31,0.95,34.62%,39.19
816,BFK,BFK Holdings Inc.,Services,Retail,USA,893055.82,46.52,1.82,3.12,3.40,6.92,"114,426",5.74,10.04%,25.39%,0.85,0.77,41.82%,46.73
817,BFL,BFL Corp.,Services,Restaurants,USA,947460.41,62.21,1.83,4.21,2.11,37.42,"137,645",5.06,26.00%,22.08%,0.21,1.12,27.86%,66.90
818,BFM,BFM Corp.,Services,Telecom Services,USA,15463678.73,,1.37,1.44,6.48,36.28,"1,262,556",-1.74,-5.46%,-12.11%,0.37,1.73,38.86%,26.00
819,BFN,BFN Corp.,Services,Air Services,USA,4048990.92,14.14,1.52,,7.08,50.06,"870,668",9.10,17.88%,0.98%,0.69,1.20,60.38%,55.46
820,BFO,BFO Holdings Inc.,Services,Education,USA,31024757.96,27.96,2.69,1.92,3.42,36.45,"3,962",2.78,-6.56%,3.27%,0.83,2.15,42.15%,65.93
821,BFP,BFP Holdings Inc.,Services,Retail,USA,5252395.21,19.03,2.19,,1.62,5.63,"267,277",5.53,-1.83%,49.12%,0.82,0.92,56.68%,59.12
822,BFQ,BFQ Corp.,Services,Restaurants,USA,5848741.47,36.40,3.84,,6.28,73.10,"103,127",0.74,30.85%,13.26%,0.59,1.22,79.73%,28.10
823,BFR,BFR Corp.,Services,Telecom Services,USA,1802786.47,23.79,2.18,1.31,3.84,20.01,"57,865",5.26,4.03%,16.74%,0.61,0.97,51.77%,44.34
824,BFS,BFS Holdings Inc.,Services,Air Services,USA,6238747.17,17.28,7.99,,1.94,39.75,"33,788",1.79,5.92%,1.40%,0.61,1.53,49.80%,69.77
825,BFT,BFT Corp.,Services,Education,USA,8193439.13,20.27,3.58,2.15,3.27,81.37,"28,682",4.93,20.85%,-11.19%,0.42,0.32,31.33%,71.52
826,BFU,BFU Holdings Inc.,Services,Retail,USA,9063250.06,26.29,0.99,0.88,,11.84,"554,491",0.94,10.18%,10.61%,0.65,0.15,34.09%,58.42
827,BFV,BFV Corp.,Services,Restaurants,USA,423161.87,26.42,1.96,1.46,8.76,11.68,"131,029",4.62,13.64%,17.15%,0.54,1.61,19.00%,56.73
828,BFW,BFW Holdings Inc.,Services,Telecom Services,USA,1709805.92,21.80,1.46,2.59,5.07,10.75,"76,413",5.19,8.69%,15.28%,0.91,0.82,66.06%,59.40
829,BFX,BFX Corp.,Services,Air Services,USA,38166938.48,,2.74,1.29,2.37,35.99,"204,590",-0.40,-5.64%,5.00%,0.26,1.35,70.50%,23.79
830,BFY,BFY Holdings Inc.,Services,Education,USA,8495894.86,35.73,2.53,1.53,1.22,26.08,"48,374",2.79,11.01%,0.95%,0.20,1.48,24.85%,43.28
831,BFZ,BFZ Corp.,Services,Retail,USA,10750653.37,20.77,3.46,1.74,1.56,68.93,"108,529",-0.53,-5.89%,4.34%,0.38,1.68,67.99%,51.78
832,BGA,BGA Holdings Inc.,Services,Restaurants,USA,12881754.97,,0.83,1.73,2.06,42.93,"138,211",0.80,-16.65%,6.86%,0.40,1.09,33.87%,35.55
833,BGB,BGB Corp.,Services,Telecom Services,USA,57953925.74,16.06,2.55,0.41,5.03,26.27,"67,218",-3.08,-23.27%,9.05%,0.45,1.04,43.66%,51.74
834,BGC,BGC Holdings Inc.,Services,Air Services,USA,11251952.94,15.33,4.92,1.26,3.02,81.80,"60,468",0.13,31.37%,-5.23%,2.14,1.50,49.03%,45.78
835,BGD,BGD Holdings Inc.,Services,Education,USA,40655981.31,64.96,1.28,4.94,2.16,76.91,"439,550",1.28,-3.10%,-2.44%,0.27,0.42,24.29%,50.09
836,BGE,BGE Corp.,Services,Retail,USA,2573052.52,,,2.27,1.52,17.30,"106,691",3.88,11.97%,14.69%,0.34,0.60,34.05%,86.05
837,BGF,BGF Holdings Inc.,Services,Restaurants,USA,3439573.56,22.30,2.25,0.93,1.96,13.90,"131,282",8.52,9.52%,-2.94%,0.95,1.11,17.71%,62.61
838,BGG,BGG Corp.,Services,Telecom Services,USA,5076700.44,9.84,2.08,1.96,4.95,58.93,"120,810",5.97,-0.28%,-6.74%,0.80,0.80,63.05%,54.37
839,BGH,BGH Corp.,Services,Air Services,USA,13460401.79,21.13,1.65,2.10,,16.54,"180,817",5.37,22.95%,18.26%,0.53,0.39,46.62%,59.77
840,BGI,BGI Holdings Inc.,Services,Education,USA,1467825.99,23.07,2.81,6.42,4.96,13.54,"563,739",-1.47,12.24%,12.82%,0.83,0.99,15.23%,58.97
841,BGJ,BGJ Holdings Inc.,Services,Retail,USA,1083561.89,29.91,2.25,2.34,2.14,36.07,"5,922",3.14,33.04%,-7.45%,0.18,1.40,47.12%,33.69
842,BGK,BGK Holdings Inc.,Services,Restaurants,USA,195097.34,40.56,,1.47,5.51,17.75,"313,049",0.96,39.63%,17.93%,0.66,1.66,35.12%,76.01
843,BGL,BGL Corp.,Services,Telecom Services,USA,21681007.34,47.07,3.14,1.20,1.78,24.17,"170,474",-6.07,28.01%,11.52%,1.80,1.44,22.09%,74.39
844,BGM,BGM Holdings Inc.,Services,Air Services,USA,2157482.28,15.05,,1.77,1.97,58.10,"197,717",5.12,7.10%,-4.96%,0.73,1.24,50.70%,84.69
845,BGN,BGN Corp.,Services,Education,USA,2057084.65,,1.34,1.21,1.95,14.37,"1,391,441",3.62,24.37%,8.02%,0.93,0.91,22.74%,39.39
846,BGO,BGO Holdings Inc.,Services,Retail,USA,6700945.98,46.71,1.42,0.71,1.70,58.37,"176,349",-0.69,23.82%,14.30%,0.35,0.95,10.97%,56.35
847,BGP,BGP Corp.,Services,Restaurants,USA,3324836.23,,1.95,2.12,3.16,83.67,"12,926",3.66,6.76%,8.48%,0.55,1.30,60.53%,31.07
848,BGQ,BGQ Holdings Inc.,Services,Telecom Services,USA,2255533.01,31.70,2.06,0.58,2.53,18.21,"1,071,947",4.85,-14.05%,7.31%,1.58,1.69,33.45%,41.80
849,BGR,BGR Holdings Inc.,Services,Air Services,USA,527402.54,18.96,0.76,2.37,1.16,14.50,"61,504",1.45,-11.37%,23.48%,0.13,0.92,42.29%,62.94
850,BGS,BGS Holdings Inc.,Services,Education,USA,2630337.34,14.48,1.07,3.57,1.11,55.40,"240,224",0.74,10.64%,-6.59%,0.33,1.39,81.34%,46.21
851,BGT,BGT Holdings Inc.,Services,Retail,USA,7034237.22,16.51,2.45,2.87,3.16,33.67,"23,817",-4.74,19.56%,13.16%,0.75,0.85,47.08%,54.24
852,BGU,BGU Holdings Inc.,Services,Restaurants,USA,13449610.26,51.29,3.11,1.53,5.56,35.98,"86,551",3.86,33.51%,21.95%,0.79,0.59,15.71%,64.09
853,BGV,BGV Corp.,Services,Telecom Services,USA,2146964.26,55.90,3.16,1.91,5.64,15.76,"209,917",2.17,-4.59%,7.11%,0.55,1.60,55.97%,45.35
854,BGW,BGW Corp.,Services,Air Services,USA,306627616.94,9.43,0.88,2.27,2.63,89.68,"78,115",0.82,31.58%,-2.50%,0.83,1.23,25.75%,78.43
855,BGX,BGX Holdings Inc.,Services,Education,USA,8996899.67,27.42,1.51,,1.37,22.24,"6,190",-4.90,-16.05%,4.81%,0.42,1.17,36.59%,64.62
856,BGY,BGY Holdings Inc.,Services,Retail,USA,8387503.79,,2.04,2.38,4.62,70.76,"1,849",3.33,12.60%,-14.99%,0.18,0.78,91.87%,72.25
857,BGZ,BGZ Holdings Inc.,Services,Restaurants,USA,5474187.48,25.13,1.86,1.43,1.46,31.46,"153,542",-0.88,28.42%,11.46%,0.83,1.10,30.18%,54.43
858,BHA,BHA Corp.,Services,Telecom Services,USA,340921.13,,1.80,,15.71,19.95,"30,950",4.65,2.85%,-1.10%,2.60,1.38,31.13%,44.55
859,BHB,BHB Corp.,Services,Air Services,USA,2415570.85,18.23,0.70,3.41,2.70,65.43,"127,394",4.05,11.42%,9.06%,0.52,1.15,28.92%,69.02
860,BHC,BHC Holdings Inc.,Services,Education,USA,3877500.77,12.71,,1.13,6.83,17.31,"61,291",2.80,11.61%,-3.13%,1.10,1.22,38.08%,57.66
861,BHD,BHD Holdings Inc.,Services,Retail,USA,14759309.68,19.84,1.49,4.00,6.48,14.87,"34,223",5.95,6.93%,23.87%,0.44,1.42,19.82%,47.61
862,BHE,BHE Holdings Inc.,Services,Restaurants,USA,6966899.93,44.20,3.16,5.17,3.83,19.46,"65,158",7.06,17.61%,23.64%,0.27,0.90,41.22%,56.31
863,BHF,BHF Holdings Inc.,Services,Telecom Services,USA,1962242.28,53.26,,1.61,5.82,12.89,"44,263",2.42,26.45%,8.03%,1.11,1.11,25.73%,30.73
864,BHG,BHG Corp.,Services,Air Services,USA,5256024.60,13.09,0.89,5.29,1.22,38.55,"8,709",2.78,5.54%,30.80%,0.90,0.64,10.66%,57.76
865,BHH,BHH Corp.,Services,Education,USA,997295.58,22.11,2.54,3.88,5.74,19.51,"20,109",8.31,8.25%,-5.95%,1.08,1.38,38.69%,58.19
866,BHI,BHI Corp.,Services,Retail,USA,19214399.12,18.34,1.58,2.21,,11.14,"25,411",3.31,12.51%,-2.91%,0.17,0.79,46.25%,37.72
867,BHJ,BHJ Holdings Inc.,Services,Restaurants,USA,237564.96,14.92,2.35,3.54,1.51,29.01,"482,017",1.28,20.06%,14.95%,0.89,0.70,42.19%,23.78
868,BHK,BHK Holdings Inc.,Services,Telecom Services,USA,2335344.16,40.22,2.72,1.49,3.86,26.73,"97,003",2.09,-9.25%,14.04%,0.67,1.25,44.93%,61.54
869,BHL,BHL Corp.,Services,Air Services,USA,1506292.86,45.93,0.89,1.53,,19.35,"18,289",0.10,6.08%,7.52%,0.42,0.94,83.28%,69.74
870,BHM,BHM Holdings Inc.,Services,Education,USA,2661183.00,14.58,1.40,0.94,,65.12,"7,255",-1.60,10.90%,2.53%,0.67,1.54,49.72%,49.23
871,BHN,BHN Corp.,Services,Retail,USA,4672633.91,23.05,3.39,3.93,5.78,33.08,"1,103",4.83,5.06%,10.17%,0.56,0.93,7.50%,46.69
872,BHO,BHO Holdings Inc.,Services,Restaurants,USA,16624633.25,38.02,1.52,1.57,1.85,54.35,"520,325",0.10,-0.38%,27.46%,1.03,0.85,25.99%,53.12
873,BHP,BHP Holdings Inc.,Services,Telecom Services,USA,8541083.88,7.88,1.83,4.37,1.58,36.27,"317,039",9.11,1.30%,-2.69%,0.52,1.46,28.50%,75.27
874,BHQ,BHQ Corp.,Services,Air Services,USA,19207345.54,13.61,,0.81,1.53,55.69,"407,299",3.26,12.54%,20.40%,0.88,0.84,51.80%,29.43
875,BHR,BHR Holdings Inc.,Services,Education,USA,5045159.26,26.88,0.99,0.92,2.12,73.47,"108,315",3.76,28.86%,8.37%,0.60,1.96,11.06%,64.95
876,BHS,BHS Holdings Inc.,Services,Retail,USA,11964199.20,41.02,2.48,5.55,2.73,68.18,"347,491",1.21,22.15%,1.27%,0.95,0.56,20.53%,44.62
877,BHT,BHT Holdings Inc.,Services,Restaurants,USA,6545345.94,8.54,1.00,1.63,5.84,34.68,"35,843",7.69,0.51%,7.93%,0.41,0.75,3.55%,51.31
878,BHU,BHU Holdings Inc.,Services,Telecom Services,Canada,1253174.45,25.67,1.51,2.58,0.79,59.22,"18,757",-0.45,12.98%,20.55%,0.35,0.54,21.15%,33.58
879,BHV,BHV Holdings Inc.,Services,Air Services,Canada,11993662.15,20.08,1.44,,2.29,27.23,"30,834",3.86,24.31%,5.72%,0.23,1.59,23.41%,61.83
880,BHW,BHW Corp.,Services,Education,Canada,6389856.75,33.86,1.22,3.80,,62.78,"86,253",0.42,3.76%,1.29%,0.72,1.30,67.10%,76.24
881,BHX,BHX Corp.,Services,Retail,Canada,14781820.69,31.92,1.69,2.22,2.83,19.73,"278,321",1.34,27.97%,16.30%,0.25,0.78,52.56%,33.83
882,BHY,BHY Holdings Inc.,Services,Restaurants,Canada,4789824.56,13.48,,1.97,4.00,17.31,"95,113",4.59,17.05%,-0.34%,0.61,1.60,68.41%,53.49
883,BHZ,BHZ Corp.,Services,Telecom Services,Canada,1748955.25,17.94,1.02,2.43,4.23,9.89,"2,744,599",6.08,-12.44%,2.22%,0.58,0.60,62.11%,74.32
884,BIA,BIA Corp.,Technology,Semiconductor,Canada,19055003.42,47.51,3.65,0.59,2.06,43.14,"37,830",0.18,7.61%,5.83%,0.48,1.17,43.36%,79.97
885,BIB,BIB Holdings Inc.,Technology,Software,Canada,3120648.89,54.41,0.93,3.08,3.41,15.05,"231,195",9.16,15.32%,20.18%,1.42,0.76,67.53%,48.40
886,BIC,BIC Holdings Inc.,Technology,Internet Software,UK,2931247.73,31.88,0.82,2.54,1.92,19.37,"31,256",5.96,-12.09%,14.22%,0.70,1.02,51.72%,76.28
887,BID,BID Holdings Inc.,Technology,Computer Hardware,UK,40535188.43,12.51,1.33,1.95,3.13,68.19,"14,389",5.01,11.54%,14.58%,0.26,0.71,44.55%,58.85
888,BIE,BIE Corp.,Technology,Semiconductor,UK,8876694.44,,,1.80,4.74,23.02,"28,468",3.54,1.14%,1.92%,0.38,0.42,44.33%,55.10
889,BIF,BIF Holdings Inc.,Technology,Software,UK,3081112.91,36.97,3.13,2.59,2.16,27.19,"60,443",-3.13,19.50%,-15.83%,0.55,0.96,80.51%,77.89
