BookingNo,PackageCode,Description,Quantity,StayDate,UnitRate,GuestID,Destination
545117,TOU430,CANOPY ZIPLINE,1,21.10.2011 00:35,95.8,71387.0,Mexico
548474,PKG500,ALL-INCLUSIVE NIGHT,2,01.12.2011 18:00,51.75,72041.0,Italy
554002,FNB220,DINNER EXPERIENCE,1,19.02.2011 18:00,16.74,74161.0,Costa Rica
541988,HTL202,HOTEL NIGHT OCEAN VIEW,1,22.11.2011 18:00,80.18,71150.0,Costa Rica
550057,TRF100,AIRPORT TRANSFER,1,29.03.2011 20:08,216.3,72538.0,Italy
548457,PKG500,ALL-INCLUSIVE NIGHT,1,24.11.2011 18:00,28.8,72033.0,Portugal
543139,FNB220,DINNER EXPERIENCE,3,11.10.2011 20:24,137.58,71240.0,Spain
553374,FNB220,DINNER EXPERIENCE,3,20.03.2011 18:00,18.41,73738.0,Costa Rica
544818,CXL000,CANCELLATION FEE,1,03.08.2011 08:38,280.87,71364.0,Italy
544711,SPA100,SPA TREATMENT,1,26.09.2011 01:19,106.95,,Costa Rica
543338,HTL303,SUITE NIGHT,1,15.11.2011 03:19,142.2,71254.0,USA-Orlando
C548983,HTL303,SUITE NIGHT,-1,03.08.2011 08:29,40.14,72280.0,Mexico
546387,FEE050,RESORT FEE,1,21.03.2011 06:58,61.72,71478.0,Costa Rica
553401,TRF100,AIRPORT TRANSFER,3,19.12.2010 18:00,19.62,73756.0,USA-NYC
549008,FEE050,RESORT FEE,1,19.04.2011 00:37,109.1,72286.0,Mexico
541443,HTL202,HOTEL NIGHT OCEAN VIEW,1,04.12.2011 18:00,107.99,71111.0,Costa Rica
544072,TOU320,VOLCANO DAY TRIP,2,04.12.2011 14:33,106.4,,Peru
543525,FEE050,RESORT FEE,4,06.12.2011 18:00,106.9,71267.0,Spain
541980,SPA100,SPA TREATMENT,2,03.07.2011 01:00,316.45,71150.0,Costa Rica
552447,TRF100,AIRPORT TRANSFER,7,02.09.2011 18:00,41.93,73145.0,Costa Rica
541534,TIX100,PARK / ATTRACTION TICKET,3,03.07.2011 07:43,76.14,71119.0,Mexico
544174,TOU540,SUNSET CATAMARAN,1,23.11.2011 12:21,1695.43,,United Kingdom
545886,FEE050,RESORT FEE,1,19.05.2011 03:55,423.42,,Spain
544804,TRF100,AIRPORT TRANSFER,2,26.06.2011 01:13,2357.33,71363.0,Spain
540804,TIX100,PARK / ATTRACTION TICKET,1,01.05.2011 20:59,56.01,,Thailand
552789,FNB220,DINNER EXPERIENCE,1,03.03.2011 16:31,32.43,73331.0,Costa Rica
541357,HTL202,HOTEL NIGHT OCEAN VIEW,1,02.09.2011 02:39,1779.93,,Italy
549966,TOU540,SUNSET CATAMARAN,1,02.08.2011 11:23,40.8,72517.0,Costa Rica
553546,PKG500,ALL-INCLUSIVE NIGHT,2,23.04.2011 18:00,32.46,73858.0,Costa Rica
541615,FEE050,RESORT FEE,1,13.08.2011 05:59,147.6,71125.0,Mexico
547101,HTL202,HOTEL NIGHT OCEAN VIEW,2,29.10.2011 11:27,311.06,71529.0,Greece
544460,TOU430,CANOPY ZIPLINE,1,08.12.2011 18:00,165.7,71337.0,Thailand
543269,SPA100,SPA TREATMENT,1,24.07.2011 22:21,106.0,71250.0,Costa Rica
544422,FEE050,RESORT FEE,3,28.01.2011 13:22,99.45,71335.0,USA-NYC
543274,TRF100,AIRPORT TRANSFER,2,19.03.2011 23:15,65.27,71250.0,Costa Rica
553665,HTL303,SUITE NIGHT,2,30.04.2011 15:29,23.92,,Mexico
542760,TOU540,SUNSET CATAMARAN,3,25.05.2011 16:48,124.59,71209.0,Spain
549023,TOU320,VOLCANO DAY TRIP,2,21.05.2011 21:34,130.44,72291.0,Greece
540447,CXL000,CANCELLATION FEE,1,22.02.2011 17:21,119.9,71034.0,Mexico
541863,CXL000,CANCELLATION FEE,2,29.07.2011 04:57,176.33,71143.0,Italy
542644,TRF100,AIRPORT TRANSFER,2,04.12.2011 18:00,87.0,,Costa Rica
548932,TOU540,SUNSET CATAMARAN,3,13.11.2011 18:00,44.02,72268.0,Mexico
548510,PKG500,ALL-INCLUSIVE NIGHT,1,07.12.2011 13:08,21.52,72058.0,Thailand
549158,HTL303,SUITE NIGHT,1,08.08.2011 20:37,145.05,72322.0,Mexico
553920,HTL202,HOTEL NIGHT OCEAN VIEW,1,22.02.2011 17:09,15.68,74106.0,Mexico
541320,PKG500,ALL-INCLUSIVE NIGHT,1,04.08.2011 17:57,7380.51,71103.0,Costa Rica
C544052,TOU320,VOLCANO DAY TRIP,-1,17.09.2011 11:03,163.99,71309.0,Costa Rica
554316,FNB110,BREAKFAST PACKAGE,2,22.01.2011 18:00,26.63,74373.0,Costa Rica
547423,TRF100,AIRPORT TRANSFER,1,16.11.2011 17:04,3719.49,71550.0,United Kingdom
552843,TRF100,AIRPORT TRANSFER,3,20.05.2011 23:42,12.85,73369.0,USA-Orlando
549416,HTL101,HOTEL NIGHT GARDEN VIEW,1,30.07.2011 18:00,68.87,72384.0,France
549787,SPA100,SPA TREATMENT,7,05.03.2011 03:24,40.48,72473.0,Costa Rica
548972,FNB220,DINNER EXPERIENCE,1,16.06.2011 09:01,87.09,,Costa Rica
545517,TRF100,AIRPORT TRANSFER,4,16.11.2011 18:00,135.53,71414.0,Thailand
546201,TIX100,PARK / ATTRACTION TICKET,2,12.11.2011 04:15,116.33,71464.0,Italy
548662,TOU320,VOLCANO DAY TRIP,2,09.11.2011 18:00,45.3,72131.0,Thailand
542189,PKG500,ALL-INCLUSIVE NIGHT,1,29.11.2011 11:22,122.73,71166.0,Mexico
552901,HTL303,SUITE NIGHT,1,28.07.2011 18:00,23.41,,France
552290,HTL303,SUITE NIGHT,1,18.05.2011 08:23,111.75,73104.0,Spain
545786,TRF100,AIRPORT TRANSFER,2,01.10.2011 05:33,137.13,71435.0,Costa Rica
553933,FEE050,RESORT FEE,1,23.12.2010 18:00,27.05,74114.0,USA-Orlando
549568,FNB110,BREAKFAST PACKAGE,1,08.04.2011 19:44,97.64,72420.0,Mexico
547238,TOU320,VOLCANO DAY TRIP,4,03.10.2011 23:17,123.96,,Greece
543014,TOU320,VOLCANO DAY TRIP,3,18.07.2011 11:03,78.56,71230.0,Japan
540451,HTL202,HOTEL NIGHT OCEAN VIEW,1,07.11.2011 13:13,174.51,71034.0,Mexico
544931,SPA100,SPA TREATMENT,2,25.08.2011 06:08,1213.62,71374.0,Japan
544507,TIX100,PARK / ATTRACTION TICKET,1,21.05.2011 23:01,195.98,71340.0,Portugal
543361,HTL303,,1,22.05.2011 18:36,134.32,71256.0,USA-Orlando
544299,TRF100,AIRPORT TRANSFER,1,03.02.2011 06:16,125.26,71327.0,USA-NYC
549636,TOU540,SUNSET CATAMARAN,1,03.07.2011 16:02,171.29,72436.0,Greece
540842,TOU320,VOLCANO DAY TRIP,1,14.10.2011 10:53,456.2,71065.0,Spain
543631,TOU430,CANOPY ZIPLINE,1,23.01.2011 19:38,142.61,71277.0,Costa Rica
543378,PKG500,ALL-INCLUSIVE NIGHT,3,25.09.2011 20:42,154.87,71257.0,Spain
552872,TRF100,AIRPORT TRANSFER,2,15.05.2011 09:25,17.08,73388.0,France
542998,HTL303,SUITE NIGHT,3,26.11.2011 14:53,57.64,,Mexico
549063,HTL101,HOTEL NIGHT GARDEN VIEW,2,22.06.2011 03:02,89.08,72300.0,Portugal
543422,TOU320,VOLCANO DAY TRIP,1,02.12.2011 18:00,243.59,,Spain
548852,HTL303,SUITE NIGHT,2,18.11.2011 12:58,34.35,72229.0,Costa Rica
541465,FEE050,RESORT FEE,1,23.09.2011 21:02,70.21,71113.0,Costa Rica
547415,HTL101,HOTEL NIGHT GARDEN VIEW,1,20.07.2011 20:03,5293.27,71550.0,United Kingdom
540851,TOU540,SUNSET CATAMARAN,2,21.01.2011 09:21,130.86,,Spain
548731,CXL000,CANCELLATION FEE,7,21.09.2011 16:41,33.46,,Mexico
540945,TOU210,CITY WALKING TOUR,1,17.03.2011 22:16,175.53,71072.0,Italy
547684,HTL101,HOTEL NIGHT GARDEN VIEW,1,24.10.2011 04:37,37.63,71626.0,Thailand
544796,HTL101,HOTEL NIGHT GARDEN VIEW,1,31.01.2011 09:35,871.61,71363.0,Spain
552027,TOU540,SUNSET CATAMARAN,1,06.06.2011 05:28,178.86,73041.0,Mexico
553634,FEE050,RESORT FEE,1,20.04.2011 18:00,38.91,73915.0,Mexico
548767,FNB110,BREAKFAST PACKAGE,2,22.11.2011 19:21,75.96,,Mexico
544394,SPA100,SPA TREATMENT,2,15.04.2011 00:46,53.11,71333.0,USA-NYC
545671,PKG500,ALL-INCLUSIVE NIGHT,2,25.10.2011 03:50,233.79,71427.0,Mexico
546123,FNB110,BREAKFAST PACKAGE,4,08.10.2011 01:03,115.48,71458.0,Japan
551757,HTL101,HOTEL NIGHT GARDEN VIEW,4,16.02.2011 02:43,100.32,72969.0,Dominican Republic
545832,TRF100,AIRPORT TRANSFER,2,10.11.2011 07:08,158.85,71438.0,France
553104,TOU210,CITY WALKING TOUR,1,01.03.2011 18:00,26.1,73548.0,USA-Orlando
543595,HTL303,SUITE NIGHT,1,28.08.2011 22:44,207.27,71274.0,France
546244,TOU430,CANOPY ZIPLINE,3,27.10.2011 18:22,176.6,71466.0,France
548583,TOU320,VOLCANO DAY TRIP,1,08.12.2011 18:00,14.86,72089.0,Italy
548317,FNB110,BREAKFAST PACKAGE,1,01.12.2011 18:00,47.85,71959.0,USA-Orlando
543713,TOU210,CITY WALKING TOUR,2,24.07.2011 16:43,649.83,71283.0,United Kingdom
551164,TOU210,CITY WALKING TOUR,1,08.09.2011 18:00,85.84,,Spain
540406,TIX100,PARK / ATTRACTION TICKET,1,26.11.2011 11:56,95.02,71031.0,Costa Rica
545727,PKG500,ALL-INCLUSIVE NIGHT,1,22.03.2011 17:44,251.56,,Costa Rica
540880,TOU430,CANOPY ZIPLINE,2,05.04.2011 09:14,108.73,71067.0,Peru
540356,SPA100,SPA TREATMENT,1,27.08.2011 05:24,167.71,71028.0,Greece
548914,TOU430,CANOPY ZIPLINE,1,28.11.2011 18:01,26.3,72259.0,Italy
545816,FNB220,DINNER EXPERIENCE,1,09.06.2011 04:42,178.9,71437.0,Greece
543643,CXL000,CANCELLATION FEE,3,01.06.2011 14:22,121.44,,Costa Rica
550658,HTL101,HOTEL NIGHT GARDEN VIEW,3,11.08.2011 06:42,79.97,72696.0,United Kingdom
547197,CXL000,CANCELLATION FEE,2,15.09.2011 13:47,75.81,,Costa Rica
550115,CXL000,CANCELLATION FEE,2,30.09.2011 18:00,91.91,72554.0,Italy
545076,TRF100,AIRPORT TRANSFER,2,17.01.2011 21:55,284.75,71384.0,Dominican Republic
550178,PKG500,ALL-INCLUSIVE NIGHT,2,03.10.2011 18:00,139.39,72568.0,Italy
550253,SPA100,SPA TREATMENT,4,22.06.2011 20:06,79.48,72591.0,Italy
548612,FEE050,RESORT FEE,1,17.11.2011 08:19,41.51,72106.0,Dominican Republic
549570,PKG500,ALL-INCLUSIVE NIGHT,2,29.01.2011 11:18,65.53,72420.0,Mexico
540100,FNB220,DINNER EXPERIENCE,2,17.06.2011 13:16,112.42,71008.0,Mexico
547790,TOU320,VOLCANO DAY TRIP,1,11.11.2011 08:39,47.3,71685.0,Thailand
541254,FEE050,RESORT FEE,1,25.10.2011 00:46,72.89,,Spain
545616,FEE050,RESORT FEE,1,12.09.2011 01:03,503.06,71422.0,Costa Rica
540963,CXL000,CANCELLATION FEE,1,21.11.2011 21:59,137.89,,Costa Rica
548131,PKG500,ALL-INCLUSIVE NIGHT,1,04.12.2011 18:00,24.38,71859.0,Spain
549690,HTL101,HOTEL NIGHT GARDEN VIEW,1,05.07.2011 10:05,41.54,72448.0,Thailand
542105,CXL000,CANCELLATION FEE,3,14.04.2011 05:14,178.46,71159.0,Costa Rica
541800,FEE050,RESORT FEE,3,23.05.2011 13:48,177.58,71138.0,Spain
542486,HTL101,HOTEL NIGHT GARDEN VIEW,1,28.11.2011 18:00,432.16,,Costa Rica
545177,TRF100,AIRPORT TRANSFER,1,20.02.2011 02:43,829.08,71392.0,Mexico
553539,FEE050,RESORT FEE,2,28.01.2011 18:00,21.01,73852.0,Spain
541625,TOU320,VOLCANO DAY TRIP,1,04.12.2011 18:00,104.17,71125.0,Mexico
546934,HTL303,SUITE NIGHT,1,27.08.2011 18:18,202.24,71517.0,Mexico
551728,TRF100,AIRPORT TRANSFER,1,12.05.2011 06:54,47.21,72962.0,Dominican Republic
546265,PKG500,ALL-INCLUSIVE NIGHT,1,31.05.2011 20:58,271.54,71468.0,Mexico
542495,TIX100,PARK / ATTRACTION TICKET,2,08.07.2011 11:23,1397.63,,Costa Rica
551973,SPA100,SPA TREATMENT,1,11.04.2011 23:32,29.46,73025.0,France
549643,FNB110,BREAKFAST PACKAGE,3,03.05.2011 05:04,311.7,72437.0,USA-NYC
543321,TOU210,CITY WALKING TOUR,1,30.10.2011 11:56,174.05,,Mexico
547383,TIX100,PARK / ATTRACTION TICKET,3,10.09.2011 07:21,352.43,71548.0,Costa Rica
543276,TOU430,CANOPY ZIPLINE,1,21.08.2011 01:17,105.71,71250.0,Costa Rica
551425,HTL303,SUITE NIGHT,4,06.10.2011 18:00,167.45,,USA-Orlando
547085,TOU210,CITY WALKING TOUR,2,11.03.2011 02:03,260.91,71528.0,Japan
544635,FNB220,DINNER EXPERIENCE,1,24.04.2011 21:57,145.54,71350.0,Costa Rica
543537,HTL101,HOTEL NIGHT GARDEN VIEW,2,21.09.2011 12:05,1626.43,,Mexico
540324,TIX100,PARK / ATTRACTION TICKET,4,08.10.2011 05:18,77.63,71025.0,Costa Rica
548037,CXL000,CANCELLATION FEE,4,20.11.2011 18:00,21.74,71814.0,Costa Rica
552229,TOU210,CITY WALKING TOUR,2,09.09.2011 18:00,75.53,73089.0,USA-NYC
549204,FNB220,DINNER EXPERIENCE,1,19.03.2011 21:48,80.43,72332.0,Costa Rica
540521,CXL000,CANCELLATION FEE,1,21.06.2011 04:24,380.38,71038.0,Dominican Republic
553393,FEE050,RESORT FEE,3,02.06.2011 01:42,28.0,,Costa Rica
540797,FNB220,DINNER EXPERIENCE,2,17.03.2011 07:57,64.97,71061.0,Thailand
542789,FEE050,RESORT FEE,1,07.09.2011 14:05,298.23,71211.0,Mexico
549854,TOU430,CANOPY ZIPLINE,3,28.04.2011 15:57,66.16,,USA-NYC
548850,HTL202,HOTEL NIGHT OCEAN VIEW,1,08.11.2011 18:00,58.32,72228.0,Costa Rica
550661,FNB220,DINNER EXPERIENCE,3,02.08.2011 07:30,40.27,72696.0,United Kingdom
551353,SPA100,SPA TREATMENT,3,02.10.2011 18:00,141.61,72867.0,United Kingdom
541997,TOU540,SUNSET CATAMARAN,2,19.07.2011 11:17,216.45,71151.0,Peru
544083,TOU540,SUNSET CATAMARAN,2,21.09.2011 05:43,96.23,71310.0,Peru
547494,FNB110,BREAKFAST PACKAGE,3,18.09.2011 20:43,383.66,71555.0,Spain
544543,FNB110,BREAKFAST PACKAGE,1,22.10.2011 04:52,206.14,,Spain
540789,PKG500,ALL-INCLUSIVE NIGHT,2,13.10.2011 20:20,79.44,,Thailand
549311,TOU210,CITY WALKING TOUR,1,10.02.2011 02:51,120.11,,Costa Rica
551935,HTL202,HOTEL NIGHT OCEAN VIEW,7,26.03.2011 17:54,40.41,73015.0,Mexico
549920,TOU430,CANOPY ZIPLINE,1,28.03.2011 09:04,135.51,72506.0,United Kingdom
552445,HTL303,SUITE NIGHT,1,26.06.2011 18:16,91.9,73145.0,Costa Rica
543124,CXL000,CANCELLATION FEE,2,08.06.2011 10:15,130.94,71238.0,Greece
544210,TOU430,CANOPY ZIPLINE,1,12.11.2011 18:00,99.35,71318.0,Spain
551284,PKG500,ALL-INCLUSIVE NIGHT,2,16.08.2011 18:00,109.91,72850.0,United Kingdom
552336,PKG500,ALL-INCLUSIVE NIGHT,1,24.07.2011 18:00,120.23,73117.0,Costa Rica
540876,HTL303,SUITE NIGHT,1,01.01.2011 07:47,60.29,71067.0,Peru
547806,HTL101,HOTEL NIGHT GARDEN VIEW,1,17.11.2011 18:00,40.92,71693.0,Spain
549103,FEE050,RESORT FEE,1,13.03.2011 18:43,80.29,72309.0,Costa Rica
544756,TOU430,CANOPY ZIPLINE,1,22.03.2011 23:40,108.31,71360.0,Japan
548920,TIX100,PARK / ATTRACTION TICKET,1,05.10.2011 05:59,84.05,72263.0,Costa Rica
550411,TIX100,PARK / ATTRACTION TICKET,2,16.06.2011 06:33,145.6,,Costa Rica
545602,CXL000,CANCELLATION FEE,1,12.05.2011 17:41,260.99,71421.0,United Kingdom
549773,FNB220,DINNER EXPERIENCE,1,13.07.2011 10:18,47.89,72470.0,Costa Rica
543670,PKG500,ALL-INCLUSIVE NIGHT,3,23.04.2011 01:14,433.04,71279.0,Costa Rica
552700,HTL101,HOTEL NIGHT GARDEN VIEW,4,29.05.2011 18:00,20.14,73272.0,Mexico
550454,FEE050,RESORT FEE,1,16.08.2011 21:11,95.85,,Costa Rica
545570,TOU540,SUNSET CATAMARAN,1,04.12.2011 18:00,2191.49,71418.0,Dominican Republic
542453,HTL202,HOTEL NIGHT OCEAN VIEW,2,24.11.2011 22:28,116.65,71185.0,Dominican Republic
540840,TOU430,CANOPY ZIPLINE,2,21.11.2011 18:00,91.65,71064.0,Costa Rica
545762,FNB220,DINNER EXPERIENCE,4,23.11.2011 14:25,80.68,,Peru
552832,HTL303,SUITE NIGHT,4,20.06.2011 18:00,22.84,73362.0,France
541687,HTL303,SUITE NIGHT,1,15.07.2011 01:38,157.78,71130.0,Spain
545283,HTL202,HOTEL NIGHT OCEAN VIEW,3,12.11.2011 03:41,37.68,71399.0,Greece
549368,FNB220,DINNER EXPERIENCE,2,03.02.2011 08:37,128.23,72373.0,United Kingdom
541519,HTL303,SUITE NIGHT,1,07.08.2011 02:24,113.29,,Japan
551969,HTL202,HOTEL NIGHT OCEAN VIEW,3,26.06.2011 20:41,78.96,,Japan
549474,CXL000,CANCELLATION FEE,1,06.04.2011 17:10,72.86,72398.0,Costa Rica
548366,TOU210,CITY WALKING TOUR,3,28.10.2011 16:16,16.01,,Mexico
546390,CXL000,CANCELLATION FEE,1,05.08.2011 18:57,185.1,71479.0,France
550842,TIX100,PARK / ATTRACTION TICKET,1,09.05.2011 22:59,73.46,72741.0,Costa Rica
551854,TOU320,VOLCANO DAY TRIP,1,14.04.2011 01:25,122.07,72996.0,Costa Rica
543265,FNB220,DINNER EXPERIENCE,2,30.03.2011 07:07,126.82,71249.0,France
543861,CXL000,CANCELLATION FEE,2,10.06.2011 03:59,133.89,71294.0,Italy
553124,TOU430,CANOPY ZIPLINE,3,20.06.2011 18:00,47.55,73563.0,Thailand
550065,TIX100,PARK / ATTRACTION TICKET,2,09.05.2011 14:15,70.54,72540.0,Mexico
553637,TOU210,CITY WALKING TOUR,2,07.04.2011 06:33,28.11,73918.0,Costa Rica
547519,TOU430,CANOPY ZIPLINE,1,03.12.2011 09:28,141.66,,Costa Rica
542529,FEE050,RESORT FEE,2,26.08.2011 22:50,184.89,71191.0,Spain
552346,TIX100,PARK / ATTRACTION TICKET,1,05.09.2011 18:00,57.74,73120.0,Costa Rica
544736,FNB110,BREAKFAST PACKAGE,7,08.09.2011 08:18,333.69,71359.0,Mexico
551320,TIX100,PARK / ATTRACTION TICKET,4,23.08.2011 15:24,66.45,72859.0,Costa Rica
544971,PKG500,ALL-INCLUSIVE NIGHT,2,25.05.2011 15:23,58.44,71376.0,Mexico
544778,TRF100,AIRPORT TRANSFER,1,02.06.2011 04:27,78.69,71362.0,Italy
540607,TRF100,AIRPORT TRANSFER,7,07.12.2011 15:47,2429.84,71046.0,Thailand
550181,TOU430,CANOPY ZIPLINE,2,08.06.2011 17:38,48.61,72570.0,Italy
540252,TIX100,PARK / ATTRACTION TICKET,1,24.11.2011 18:00,108.56,71020.0,Spain
552029,FNB110,BREAKFAST PACKAGE,3,31.07.2011 16:49,44.16,73042.0,Costa Rica
540388,SPA100,SPA TREATMENT,4,23.08.2011 08:24,242.53,71030.0,Italy
551415,TOU430,CANOPY ZIPLINE,1,04.08.2011 23:05,117.85,72882.0,USA-Orlando
552277,FEE050,RESORT FEE,1,16.08.2011 18:00,120.18,73101.0,Portugal
548900,SPA100,SPA TREATMENT,3,09.11.2011 18:00,64.72,72251.0,Thailand
548448,CXL000,CANCELLATION FEE,7,04.12.2011 18:00,33.1,72027.0,USA-Orlando
542860,SPA100,SPA TREATMENT,1,20.11.2011 10:40,108.69,,USA-Orlando
554008,HTL202,HOTEL NIGHT OCEAN VIEW,1,06.04.2011 08:37,34.04,74166.0,Costa Rica
542394,FEE050,RESORT FEE,3,24.04.2011 08:42,330.14,71181.0,United Kingdom
541174,HTL303,SUITE NIGHT,2,30.04.2011 10:43,71.81,71090.0,Dominican Republic
540050,TRF100,AIRPORT TRANSFER,4,06.12.2011 18:00,125.88,71004.0,Thailand
548749,TIX100,PARK / ATTRACTION TICKET,2,04.12.2011 18:00,26.92,72178.0,France
540926,HTL202,HOTEL NIGHT OCEAN VIEW,2,29.10.2011 04:25,149.4,71070.0,USA-Orlando
550635,HTL202,HOTEL NIGHT OCEAN VIEW,7,06.08.2011 18:00,79.58,72690.0,Dominican Republic
548843,HTL101,HOTEL NIGHT GARDEN VIEW,1,26.10.2011 06:52,36.46,72223.0,Thailand
547327,TOU210,CITY WALKING TOUR,1,06.07.2011 13:00,133.11,71544.0,France
542020,TOU210,CITY WALKING TOUR,1,14.09.2011 14:42,294.34,71153.0,Dominican Republic
543915,TOU540,SUNSET CATAMARAN,2,25.03.2011 02:40,370.93,71299.0,Costa Rica
547642,HTL303,SUITE NIGHT,1,09.11.2011 00:42,42.59,71604.0,Greece
547488,FNB110,BREAKFAST PACKAGE,2,09.03.2011 06:54,113.55,71554.0,Spain
545558,HTL202,HOTEL NIGHT OCEAN VIEW,1,20.11.2011 18:00,87.86,,Italy
547909,TOU320,VOLCANO DAY TRIP,3,21.11.2011 18:00,36.26,,Mexico
547711,FNB220,DINNER EXPERIENCE,4,21.10.2011 20:06,38.55,,USA-Orlando
540915,HTL303,SUITE NIGHT,2,27.08.2011 01:26,8129.15,71069.0,Costa Rica
552924,TOU320,VOLCANO DAY TRIP,1,03.03.2011 17:19,39.94,73426.0,USA-Orlando
547516,PKG500,ALL-INCLUSIVE NIGHT,1,23.07.2011 23:19,240.24,71557.0,Costa Rica
542536,FNB220,DINNER EXPERIENCE,3,16.08.2011 03:01,87.65,71192.0,Costa Rica
544173,TRF100,AIRPORT TRANSFER,1,29.04.2011 10:36,972.99,71316.0,United Kingdom
543137,FEE050,RESORT FEE,1,30.10.2011 19:59,97.54,71239.0,Costa Rica
540765,HTL202,HOTEL NIGHT OCEAN VIEW,3,13.01.2011 05:46,274.77,71058.0,Costa Rica
545109,TRF100,AIRPORT TRANSFER,1,16.03.2011 17:00,144.61,71386.0,Costa Rica
544639,FNB110,,1,27.11.2011 22:28,62.18,71351.0,Thailand
544213,HTL303,SUITE NIGHT,1,15.01.2011 13:23,148.26,71319.0,Mexico
549217,HTL202,HOTEL NIGHT OCEAN VIEW,1,25.09.2011 18:00,68.8,72335.0,Costa Rica
542600,TOU540,SUNSET CATAMARAN,1,26.03.2011 04:10,280.85,71197.0,USA-NYC
549958,HTL303,SUITE NIGHT,1,01.08.2011 18:00,96.4,72515.0,Spain
542492,HTL303,SUITE NIGHT,1,16.10.2011 02:48,1318.7,71189.0,Costa Rica
544517,HTL101,HOTEL NIGHT GARDEN VIEW,1,22.09.2011 09:25,118.01,71341.0,Thailand
551534,TOU320,VOLCANO DAY TRIP,1,16.07.2011 18:00,45.82,72913.0,France
548549,HTL303,SUITE NIGHT,1,13.11.2011 18:00,33.53,,Peru
541902,PKG500,ALL-INCLUSIVE NIGHT,1,26.08.2011 10:24,1824.79,71146.0,USA-Orlando
554350,TOU320,VOLCANO DAY TRIP,1,25.02.2011 18:00,19.49,74397.0,Costa Rica
540637,HTL202,HOTEL NIGHT OCEAN VIEW,1,16.11.2011 18:54,128.87,71049.0,France
541125,TIX100,PARK / ATTRACTION TICKET,2,01.09.2011 07:06,72.55,71086.0,Peru
549997,HTL303,SUITE NIGHT,4,16.02.2011 11:21,101.07,,Italy
546278,HTL101,HOTEL NIGHT GARDEN VIEW,1,30.11.2011 18:00,105.66,71469.0,Mexico
547291,FEE050,RESORT FEE,1,19.09.2011 23:46,190.11,,Dominican Republic
554192,HTL202,HOTEL NIGHT OCEAN VIEW,4,23.02.2011 03:05,33.95,74287.0,France
552197,TOU430,CANOPY ZIPLINE,4,31.03.2011 22:03,69.08,,Mexico
550084,TRF100,AIRPORT TRANSFER,7,02.09.2011 18:00,94.33,72544.0,Costa Rica
546941,HTL101,HOTEL NIGHT GARDEN VIEW,2,04.02.2011 08:16,72.41,,Mexico
548434,FNB110,BREAKFAST PACKAGE,2,13.10.2011 20:11,34.34,72019.0,Thailand
553883,CXL000,CANCELLATION FEE,1,19.04.2011 13:31,57.59,74082.0,Spain
548608,HTL303,SUITE NIGHT,2,03.10.2011 13:23,43.35,72104.0,Peru
545530,SPA100,SPA TREATMENT,3,07.12.2011 23:02,87.66,71415.0,Costa Rica
548018,TOU320,VOLCANO DAY TRIP,1,17.11.2011 18:00,28.45,,Mexico
546108,HTL303,SUITE NIGHT,1,07.03.2011 16:50,355.35,71457.0,Spain
548270,FEE050,RESORT FEE,1,08.11.2011 18:00,58.09,,USA-NYC
549761,FNB110,BREAKFAST PACKAGE,1,01.02.2011 20:35,63.3,72467.0,Mexico
548506,TOU540,SUNSET CATAMARAN,2,16.11.2011 18:00,43.44,,United Kingdom
540665,TOU540,SUNSET CATAMARAN,3,21.08.2011 21:49,88.58,71050.0,Greece
545567,TIX100,PARK / ATTRACTION TICKET,1,05.04.2011 12:43,3686.0,71418.0,Dominican Republic
550551,FNB220,DINNER EXPERIENCE,1,03.05.2011 17:02,54.32,72669.0,Costa Rica
543111,TOU210,CITY WALKING TOUR,1,04.11.2011 09:28,167.09,71237.0,Dominican Republic
543395,CXL000,CANCELLATION FEE,1,29.05.2011 07:42,150.9,71258.0,Costa Rica
552191,SPA100,SPA TREATMENT,2,04.04.2011 06:04,38.94,73082.0,Dominican Republic
543727,PKG500,ALL-INCLUSIVE NIGHT,1,19.03.2011 19:57,1439.52,71283.0,United Kingdom
544485,CXL000,CANCELLATION FEE,1,12.09.2011 11:12,133.04,71339.0,France
549584,HTL303,SUITE NIGHT,1,08.05.2011 16:51,98.85,72423.0,Costa Rica
544416,TOU320,VOLCANO DAY TRIP,1,04.11.2011 01:50,284.59,,Costa Rica
553599,TOU540,SUNSET CATAMARAN,1,23.12.2010 15:44,23.32,73894.0,Japan
547716,CXL000,CANCELLATION FEE,1,23.09.2011 10:54,25.06,71641.0,Dominican Republic
545186,FNB110,BREAKFAST PACKAGE,2,15.10.2011 07:15,148.31,71393.0,Costa Rica
551607,PKG500,ALL-INCLUSIVE NIGHT,1,14.09.2011 18:00,76.16,72931.0,Costa Rica
545153,HTL303,SUITE NIGHT,1,13.10.2011 19:46,92.49,71390.0,Spain
541647,CXL000,CANCELLATION FEE,1,14.11.2011 18:00,84.14,71127.0,Costa Rica
547612,TOU430,CANOPY ZIPLINE,1,03.12.2011 18:00,20.07,71587.0,Dominican Republic
543020,FNB220,DINNER EXPERIENCE,3,21.03.2011 09:49,55.0,71230.0,Japan
543303,TOU430,CANOPY ZIPLINE,1,08.08.2011 00:32,414.62,71251.0,Costa Rica
547952,TOU210,CITY WALKING TOUR,3,22.11.2011 18:00,32.98,,Costa Rica
547466,FNB110,BREAKFAST PACKAGE,1,17.04.2011 04:33,76.59,71553.0,Mexico
