country,region,year,quarter,income_group,primary_export_sector,currency_regime,imf_program_active,population,gdp_per_capita_usd,exports_pct_gdp,imports_pct_gdp,tourism_arrivals_millions,tourism_revenue_pct_gdp,fdi_inflow_pct_gdp,inflation_rate_pct,unemployment_rate_pct,central_bank_rate_pct,government_debt_pct_gdp,fiscal_balance_pct_gdp,trade_balance_pct_gdp,commodity_export_price_index,exchange_rate_volatility_index,education_spending_pct_gdp,political_stability_index,natural_disaster_event,disaster_damage_pct_gdp,imf_next_year_growth_forecast_pct,gdp_growth_rate_pct
Trinidad and Tobago,Caribbean,2016,Q4,High income,Mining & Extractives,Floating,No,"1,398,776 people","$15,901",37.9%,41.1%,0.93 million visitors,0.5%,2.0%,6.4%,8.7%,8.7%,64.2%,(1.8%),(3.1%),90.1,24.9,4.0%,0.92,No,..,(3.0%),0.2%
belize,Central America,2015,Q1,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"464,740 people","$4,492",32.9%,39.0%,2.50 million visitors,5.6%,1.5%,1.7%,9.5%,3.5%,90.7%,(6.5%),(6.4%),87.2,12.6,6.4%,-0.56,No,..,(1.1%),1.6%
 Dominican Republic ,Caribbean,2004,Q4,Upper middle income,Tourism & Services,Managed Float,No,"10,823,307 people","$9,325",27.5%,23.3%,2.00 million visitors,4.4%,2.7%,4.3%,11.5%,5.8%,49.3%,(5.2%),3.2%,87.2,45.8,5.4%,0.13,No,..,0.3%,2.8%
Trinidad and Tobago,Caribbean,2023,Q4,High income,Mining & Extractives,Floating,No,"1,338,769 people","$16,107",44.4%,45.2%,1.17 million visitors,2.5%,4.9%,4.7%,11.9%,5.1%,71.5%,(4.0%),(1.4%),98.4,47.7,2.9%,0.4,No,..,(0.8%),0.6%
Ecuador,South America,2021,Q2,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,486,317 people","$5,464",41.1%,42.8%,0.88 million visitors,3.6%,4.7%,4.7%,11.6%,9.9%,64.7%,(2.3%),(0.8%),69.4,7.4,4.0%,-0.09,Yes,7.2%,(1.2%),(2.0%)
panama,Central America,2006,Q3,High income,Trade & Logistics,Pegged (Dollarized),No,"4,301,052 people","$15,405",31.7%,46.4%,2.06 million visitors,2.8%,4.5%,4.6%,7.1%,6.2%,51.4%,(3.7%),(14.4%),102.2,20.4,5.4%,0.1,No,..,6.3%,5.4%
 Jamaica ,Caribbean,2010,Q2,Upper middle income,Tourism & Services,Floating,No,"2,804,436 people","$5,897",28.2%,20.0%,2.68 million visitors,7.8%,4.8%,3.5%,9.4%,5.0%,93.1%,(2.9%),7.5%,112.5,31.8,5.4%,-0.48,No,..,(0.0%),(0.5%)
Nicaragua,Central America,2006,Q2,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,473,290 people","$1,446",39.5%,48.0%,1.53 million visitors,2.0%,3.0%,3.3%,5.3%,4.4%,38.2%,(6.2%),(10.1%),95.0,29.4,5.3%,-0.74,No,..,1.6%,1.1%
Guatemala,Central America,2008,Q3,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,450,808 people","$4,640",40.7%,35.8%,1.49 million visitors,3.4%,4.6%,5.2%,9.7%,8.6%,36.8%,(3.3%),3.2%,111.1,15.6,4.0%,-0.51,No,..,1.9%,1.4%
Guatemala,Central America,2007,Q1,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,386,547 people","$5,250",36.2%,48.1%,0.58 million visitors,3.8%,6.3%,8.7%,9.2%,11.5%,37.4%,(1.5%),(13.9%),108.5,33.4,6.6%,-0.52,Yes,4.5%,0.8%,1.3%
Costa  Rica,Central America,2009,Q1,Upper middle income,Tourism & Services,Managed Float,No,"5,011,702 people","$13,058",42.9%,53.1%,3.34 million visitors,7.9%,4.0%,8.1%,11.0%,11.2%,51.5%,(4.5%),(9.7%),102.6,22.4,5.2%,1.23,No,..,5.0%,3.6%
 Costa Rica ,Central America,2006,Q3,Upper middle income,Tourism & Services,Managed Float,No,"4,995,762 people","$11,893",32.1%,39.7%,3.49 million visitors,7.7%,1.4%,5.9%,8.1%,8.3%,52.5%,(3.3%),(6.9%),105.3,30.5,4.6%,1.69,No,..,2.5%,1.9%
DOMINICAN REPUBLIC,Caribbean,2019,Q2,Upper middle income,Tourism & Services,Managed Float,No,"10,739,103 people","$9,679",30.9%,26.2%,1.43 million visitors,5.3%,2.1%,6.6%,5.1%,8.8%,47.2%,(2.6%),4.4%,97.1,49.0,4.6%,-0.19,No,..,4.2%,5.7%
Belize,Central America,2012,Q2,Upper middle income,Tourism & Services,Pegged (Dollarized),Yes,"454,848 people","$4,642",37.8%,50.3%,2.52 million visitors,6.7%,5.1%,3.2%,1.5%,5.9%,89.1%,(0.2%),(11.8%),80.5,5.8,4.4%,0.38,No,..,0.0%,1.8%
bolivia,South America,2017,Q2,Lower middle income,Mining & Extractives,Managed Float,No,"11,553,512 people","$4,091",41.4%,48.8%,0.66 million visitors,1.1%,2.7%,1.4%,7.2%,2.3%,47.2%,(3.9%),(7.5%),87.0,21.8,5.4%,-0.22,No,..,1.6%,1.3%
uruguay,South America,2020,Q1,High income,Agriculture & Agro-exports,Floating,No,"3,315,971 people","$17,589",39.1%,44.7%,0.94 million visitors,2.3%,..,1.3%,11.6%,2.8%,78.8%,(0.5%),(6.3%),94.6,25.1,5.4%,0.97,No,..,1.3%,1.6%
 Honduras ,Central America,2007,Q3,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,470,648 people","$2,780",35.4%,34.7%,..,4.6%,0.3%,3.8%,6.3%,8.1%,47.6%,(3.3%),1.3%,94.7,35.6,4.6%,-0.42,No,..,1.1%,2.9%
 Nicaragua ,Central America,2011,Q1,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,477,924 people","$2,527",37.7%,36.2%,1.05 million visitors,0.5%,8.8%,8.6%,5.8%,12.2%,38.8%,(2.9%),0.9%,103.9,25.3,5.2%,-1.69,No,..,1.1%,1.4%
Honduras,Central America,2019,Q4,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,533,303 people","$2,202",42.9%,41.5%,0.88 million visitors,0.5%,1.2%,4.7%,6.2%,6.0%,57.3%,(2.3%),2.2%,103.9,27.2,3.4%,-0.98,Yes,1.9%,1.1%,1.2%
 Bolivia ,South America,2020,Q2,Lower middle income,Mining & Extractives,Managed Float,No,"11,549,584 people","$3,751",42.5%,37.3%,1.42 million visitors,0.5%,6.4%,5.5%,5.6%,6.6%,51.6%,(5.8%),4.6%,80.6,32.0,4.9%,-0.28,No,..,0.5%,1.0%
bolivia,South America,2023,Q1,Lower middle income,Mining & Extractives,Managed Float,No,"11,484,537 people","$2,807",41.3%,45.9%,1.05 million visitors,2.7%,0.4%,3.8%,10.1%,6.0%,49.1%,(5.0%),(3.8%),69.1,31.2,5.6%,-0.61,No,..,0.6%,0.7%
Trinidad and Tobago,Caribbean,2023,Q1,High income,Mining & Extractives,Floating,No,"1,405,002 people","$16,181",39.1%,47.7%,0.69 million visitors,3.1%,4.3%,4.6%,6.4%,6.3%,71.5%,(3.8%),(7.1%),98.4,39.8,4.8%,0.64,No,..,0.3%,1.2%
paraguay,South America,2019,Q4,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,761,659 people","$5,557",41.6%,36.7%,1.07 million visitors,2.6%,5.0%,4.7%,7.3%,5.3%,27.3%,1.0%,4.3%,126.2,20.5,6.5%,-0.05,No,..,2.2%,4.1%
 El Salvador ,Central America,2008,Q2,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,281,985 people","$3,162",30.9%,42.4%,0.66 million visitors,3.6%,4.7%,2.6%,8.8%,3.7%,76.8%,(5.5%),(13.3%),94.4,8.4,5.0%,-0.93,No,..,(0.7%),0.4%
costa rica,Central America,2014,Q2,Upper middle income,Tourism & Services,Managed Float,No,"5,001,496 people","$12,308",32.1%,42.6%,3.80 million visitors,8.9%,1.8%,9.4%,9.4%,11.5%,51.7%,(5.4%),(12.1%),89.2,37.3,1.7%,0.69,Yes,0.5%,4.7%,4.4%
 Guatemala ,Central America,2006,Q1,Upper middle income,Agriculture & Agro-exports,Floating,Yes,"16,433,492 people","$5,424",40.6%,40.4%,0.31 million visitors,0.8%,4.3%,2.5%,4.0%,4.0%,35.7%,(4.5%),0.8%,114.8,41.0,4.9%,-0.88,No,..,5.3%,3.9%
Bolivia,South America,2023,Q3,Lower middle income,Mining & Extractives,Managed Float,No,"11,466,192 people","$2,818",44.4%,44.5%,0.83 million visitors,4.3%,2.5%,4.7%,5.9%,5.6%,49.1%,(2.7%),0.6%,69.1,52.9,4.0%,-0.16,No,..,3.3%,1.9%
Paraguay,South America,2011,Q4,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,791,978 people","$6,606",29.6%,35.8%,0.63 million visitors,0.5%,2.1%,4.8%,10.2%,6.3%,29.5%,(0.2%),(7.9%),117.8,21.7,4.0%,-0.03,Yes,3.0%,2.0%,2.9%
Nicaragua,Central America,2005,Q4,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,440,012 people","$2,628",31.7%,32.7%,0.81 million visitors,0.8%,5.8%,10.1%,3.9%,14.8%,37.0%,(2.8%),(0.6%),99.2,40.1,6.8%,-1.02,No,..,2.3%,2.3%
trinidad and tobago,Caribbean,2021,Q1,High income,Mining & Extractives,Floating,No,"1,447,204 people","$16,183",34.6%,44.7%,0.08 million visitors,3.9%,1.2%,6.3%,8.6%,8.6%,69.7%,(5.1%),(11.3%),97.3,52.0,3.6%,-0.23,No,..,(2.4%),(0.5%)
HONDURAS,Central America,2017,Q2,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,484,088 people","$3,580",35.0%,38.0%,0.15 million visitors,3.4%,2.2%,2.4%,9.9%,5.4%,53.7%,(4.0%),(1.4%),92.4,24.9,4.3%,-0.2,No,..,2.2%,1.2%
El  Salvador,Central America,2020,Q1,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,258,590 people","$3,944",27.8%,33.1%,0.51 million visitors,2.4%,0.4%,4.1%,5.7%,7.3%,80.8%,(2.2%),(5.3%),97.7,23.8,6.3%,-0.98,No,..,0.5%,2.2%
Panama,Central America,2005,Q1,High income,Trade & Logistics,Pegged (Dollarized),No,"4,170,385 people","$15,845",35.9%,46.0%,..,5.2%,1.7%,3.0%,4.4%,3.9%,52.6%,(5.3%),(9.2%),99.4,9.0,2.3%,0.91,No,..,4.1%,5.8%
Honduras,Central America,2023,Q3,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,472,055 people","$2,505",36.4%,48.6%,1.62 million visitors,2.5%,3.5%,6.6%,14.9%,8.0%,58.6%,(3.4%),(12.8%),101.5,38.3,5.1%,-0.34,No,..,1.2%,2.0%
Guatemala,Central America,2020,Q1,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,567,188 people","$5,503",28.5%,31.6%,0.64 million visitors,2.2%,1.8%,6.4%,8.8%,9.0%,45.2%,(0.3%),(2.2%),101.7,30.8,4.9%,-0.64,No,..,3.1%,2.0%
guyana,South America,2021,Q3,High income,Mining & Extractives,Floating,No,"887,525 people","$13,662",48.8%,48.0%,0.50 million visitors,0.9%,1.9%,0.2%,9.9%,1.1%,37.7%,(3.6%),(1.0%),102.1,18.6,6.4%,-0.24,No,..,8.7%,10.9%
URUGUAY,South America,2012,Q2,High income,Agriculture & Agro-exports,Floating,No,"3,393,443 people","$16,714",35.2%,43.2%,0.48 million visitors,3.4%,0.4%,4.6%,8.1%,5.2%,71.1%,(4.3%),(9.1%),86.6,15.8,4.3%,0.66,No,..,2.2%,2.7%
PANAMA,Central America,2011,Q2,High income,Trade & Logistics,Pegged (Dollarized),No,"4,088,738 people","$14,643",37.5%,45.2%,1.96 million visitors,4.4%,4.0%,5.7%,10.1%,6.2%,53.9%,(4.3%),(6.5%),101.2,33.6,5.7%,0.1,No,..,2.2%,3.6%
Jamaica,Caribbean,2014,Q2,Upper middle income,Tourism & Services,Floating,No,"2,829,813 people","$6,104",28.0%,25.2%,2.41 million visitors,3.2%,3.4%,2.6%,9.5%,8.7%,94.5%,(3.2%),2.8%,114.2,50.0,5.0%,-0.02,Yes,8.3%,(7.4%),(6.3%)
paraguay,South America,2003,Q1,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,832,502 people","$6,164",40.7%,58.3%,0.97 million visitors,2.4%,4.3%,(0.1%),5.2%,3.3%,30.0%,(4.9%),(17.6%),99.5,35.5,3.9%,0.03,No,..,1.0%,3.3%
ECUADOR,South America,2004,Q2,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,432,055 people","$5,694",43.9%,55.2%,0.05 million visitors,0.8%,4.7%,6.8%,10.0%,8.1%,60.6%,(2.9%),(11.4%),98.1,11.1,4.6%,-0.28,No,..,3.7%,1.7%
BOLIVIA,South America,2016,Q1,Lower middle income,Mining & Extractives,Managed Float,No,"11,559,982 people","$3,110",48.1%,47.3%,1.20 million visitors,4.5%,5.1%,8.5%,5.7%,10.6%,48.6%,(4.8%),1.2%,93.6,25.1,6.8%,-0.27,No,..,6.6%,4.2%
Guyana,South America,2016,Q1,High income,Mining & Extractives,Floating,No,"817,933 people","$14,523",46.4%,49.7%,0.77 million visitors,1.7%,2.9%,4.9%,6.9%,6.2%,38.2%,(3.2%),(4.0%),110.0,52.6,3.3%,-0.34,No,..,12.2%,12.7%
Jamaica,Caribbean,2021,Q1,Upper middle income,Tourism & Services,Floating,No,"2,826,540 people","$5,047",29.7%,34.8%,3.37 million visitors,8.8%,1.8%,7.3%,5.1%,6.1%,98.0%,(3.6%),(4.9%),115.0,35.9,5.0%,-0.02,No,..,(0.9%),(0.2%)
Guyana,South America,2012,Q4,High income,Mining & Extractives,Floating,Yes,"739,315 people","$14,607",37.8%,38.8%,0.51 million visitors,0.5%,0.0%,1.5%,4.7%,3.5%,40.7%,(1.1%),(2.7%),106.1,16.0,4.3%,0.01,No,..,11.9%,11.9%
Bolivia,South America,2003,Q2,Lower middle income,Mining & Extractives,Managed Float,Yes,"11,466,492 people","$2,965",48.7%,66.3%,1.18 million visitors,1.2%,2.7%,5.2%,7.4%,8.5%,40.6%,(2.2%),(15.5%),103.2,29.1,4.5%,-0.01,No,..,5.0%,3.7%
ecuador,South America,2017,Q4,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,545,061 people","$6,457",43.3%,45.6%,0.49 million visitors,2.5%,0.4%,5.5%,8.8%,6.3%,64.4%,(2.7%),(1.4%),80.9,21.3,4.1%,-0.34,No,..,1.8%,0.5%
Guatemala,Central America,2006,Q3,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,645,757 people","$4,384",43.6%,48.8%,0.73 million visitors,0.5%,2.1%,4.5%,6.3%,7.1%,35.7%,(1.6%),(5.1%),114.8,27.4,5.2%,-0.59,No,..,1.7%,2.3%
URUGUAY,South America,2016,Q2,High income,Agriculture & Agro-exports,Floating,No,"3,414,562 people","$17,416",37.2%,42.3%,0.05 million visitors,4.4%,8.1%,6.8%,6.7%,8.5%,77.7%,(7.0%),(3.1%),88.2,26.7,2.5%,1.45,No,..,3.0%,2.9%
DOMINICAN REPUBLIC,Caribbean,2013,Q2,Upper middle income,Tourism & Services,Managed Float,No,"10,738,084 people","$8,711",33.2%,41.4%,2.68 million visitors,6.7%,4.5%,1.1%,7.4%,2.1%,48.9%,(3.6%),(8.4%),90.2,40.0,2.7%,-0.08,No,..,3.4%,4.7%
 Costa Rica ,Central America,2023,Q4,Upper middle income,Tourism & Services,Managed Float,No,"5,051,784 people","$12,540",41.1%,41.5%,2.84 million visitors,10.5%,..,5.5%,5.5%,7.5%,54.1%,(2.2%),(1.1%),93.1,43.5,3.9%,0.31,No,..,4.6%,4.5%
PANAMA,Central America,2003,Q3,High income,Trade & Logistics,Pegged (Dollarized),No,"4,194,871 people","$15,197",38.3%,37.3%,2.98 million visitors,2.6%,3.6%,2.3%,5.6%,4.1%,50.3%,(5.7%),1.6%,98.0,22.5,4.7%,0.59,No,..,3.6%,3.1%
paraguay,South America,2011,Q1,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,765,177 people","$7,628",50.5%,53.7%,1.44 million visitors,0.5%,(1.0%),6.6%,7.7%,9.1%,29.5%,(5.1%),(3.8%),117.8,25.3,3.1%,-0.45,No,..,0.9%,1.8%
el salvador,Central America,2021,Q4,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),Yes,"6,273,945 people","$4,623",33.8%,41.1%,0.56 million visitors,2.3%,3.3%,2.9%,4.0%,3.3%,82.9%,(4.0%),(7.2%),96.9,6.2,5.4%,-0.45,No,..,(1.9%),0.6%
Uruguay,South America,2004,Q4,High income,Agriculture & Agro-exports,Floating,No,"3,407,458 people","$17,591",25.4%,25.5%,0.73 million visitors,3.9%,1.5%,3.9%,9.1%,5.1%,59.4%,(2.6%),(1.3%),103.0,42.6,5.6%,1.01,No,..,1.7%,0.7%
paraguay,South America,2003,Q4,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,701,501 people","$6,549",41.9%,39.1%,0.05 million visitors,0.5%,3.5%,2.3%,4.8%,5.1%,30.0%,(3.5%),1.8%,99.5,40.2,4.9%,-0.02,No,..,4.2%,3.8%
BOLIVIA,South America,2008,Q4,Lower middle income,Mining & Extractives,Managed Float,No,"11,476,677 people","$3,207",43.0%,48.6%,0.29 million visitors,0.5%,5.5%,2.6%,2.2%,6.7%,37.6%,(3.8%),(3.9%),87.7,29.0,5.0%,-0.84,No,..,3.0%,4.1%
Honduras,Central America,2008,Q2,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,515,317 people","$2,816",39.4%,59.2%,0.26 million visitors,3.2%,3.0%,3.4%,4.9%,6.5%,49.8%,(2.0%),(20.7%),102.0,41.3,6.3%,-1.04,No,..,1.0%,2.6%
 Belize ,Central America,2021,Q3,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"374,499 people","$5,406",40.0%,38.8%,1.99 million visitors,3.1%,6.7%,5.9%,6.2%,8.2%,89.2%,(1.3%),3.3%,71.9,12.4,..,-0.28,No,..,1.4%,0.6%
TRINIDAD AND TOBAGO,Caribbean,2023,Q2,High income,Mining & Extractives,Floating,Yes,"1,442,346 people","$16,601",40.9%,49.5%,0.10 million visitors,0.5%,3.2%,4.6%,5.2%,5.3%,71.5%,(2.0%),(8.0%),98.4,27.1,..,1.0,No,..,3.4%,2.3%
paraguay,South America,2006,Q4,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,846,009 people","$5,897",30.1%,34.3%,0.05 million visitors,0.5%,0.8%,3.4%,8.1%,6.2%,30.9%,(4.4%),(4.3%),97.0,44.0,5.2%,-0.28,No,..,1.8%,2.1%
TRINIDAD AND TOBAGO,Caribbean,2013,Q1,High income,Mining & Extractives,Floating,No,"1,375,564 people","$16,674",41.7%,52.1%,1.09 million visitors,1.9%,5.4%,7.3%,12.1%,10.1%,62.7%,(6.5%),(10.6%),85.8,42.6,3.7%,0.37,No,..,(0.9%),(0.7%)
NICARAGUA,Central America,2011,Q3,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,473,862 people","$2,168",42.4%,44.9%,0.25 million visitors,3.7%,4.2%,6.1%,9.1%,8.3%,38.8%,(3.0%),(2.8%),103.9,41.8,5.5%,-1.79,No,..,3.3%,3.5%
Jamaica,Caribbean,2011,Q3,Upper middle income,Tourism & Services,Floating,No,"2,745,813 people","$5,593",33.0%,44.0%,3.04 million visitors,7.2%,2.0%,3.6%,6.1%,6.4%,95.0%,(2.7%),(11.1%),109.4,30.3,3.2%,0.77,No,..,3.3%,2.2%
Nicaragua,Central America,2017,Q2,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,399,491 people","$2,330",41.2%,54.7%,0.66 million visitors,1.9%,7.4%,7.3%,7.6%,10.6%,38.7%,(1.5%),(11.9%),104.7,40.5,5.0%,-1.17,No,..,2.7%,2.0%
trinidad and tobago,Caribbean,2023,Q3,High income,Mining & Extractives,Floating,No,"1,451,012 people","$16,483",45.1%,55.3%,1.13 million visitors,0.5%,3.7%,7.3%,8.3%,7.7%,71.5%,0.2%,(10.0%),98.4,36.1,6.6%,0.07,No,..,(1.2%),(0.4%)
 Dominican Republic ,Caribbean,2015,Q2,Upper middle income,Tourism & Services,Managed Float,No,"10,899,541 people","$8,805",24.6%,35.4%,2.87 million visitors,7.5%,3.1%,1.9%,8.4%,3.0%,49.8%,(6.3%),(8.8%),93.1,46.1,2.4%,-0.05,Yes,1.5%,(1.3%),1.8%
 Costa Rica ,Central America,2004,Q3,Upper middle income,Tourism & Services,Managed Float,No,"5,057,695 people","$12,745",28.2%,30.1%,3.55 million visitors,9.1%,0.0%,6.1%,14.0%,6.6%,48.8%,(2.9%),(0.3%),98.1,36.7,4.1%,0.66,No,..,2.3%,1.4%
GUATEMALA,Central America,2023,Q3,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,477,713 people","$5,143",41.2%,51.3%,0.72 million visitors,3.3%,0.2%,8.0%,12.7%,9.0%,46.2%,(5.1%),(11.0%),87.7,15.9,5.7%,-0.38,No,..,(1.9%),0.8%
PANAMA,Central America,2022,Q2,High income,Trade & Logistics,Pegged (Dollarized),No,"4,233,378 people","$15,878",30.1%,38.3%,1.94 million visitors,6.9%,7.7%,2.1%,7.1%,4.7%,59.2%,(1.1%),(8.9%),92.3,9.4,2.9%,0.76,No,..,7.2%,5.6%
 Guatemala ,Central America,2014,Q2,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,607,705 people","$5,448",38.1%,37.9%,0.75 million visitors,0.7%,2.4%,8.5%,7.4%,11.4%,42.1%,(2.0%),1.5%,111.6,59.9,4.0%,0.07,No,..,2.0%,2.0%
 Guyana ,South America,2021,Q2,High income,Mining & Extractives,Floating,No,"792,112 people","$15,046",45.3%,43.8%,1.03 million visitors,0.5%,2.1%,0.3%,12.0%,4.1%,37.7%,(4.6%),1.2%,102.1,21.5,4.2%,-0.16,No,..,10.8%,12.1%
Nicaragua,Central America,2018,Q4,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,410,382 people","$2,446",31.0%,29.3%,1.03 million visitors,4.0%,6.6%,6.3%,10.4%,9.1%,41.5%,(4.8%),2.7%,105.4,41.6,4.5%,-1.32,No,..,4.7%,2.5%
ecuador,South America,2018,Q4,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,427,317 people","$5,882",38.1%,33.7%,1.01 million visitors,3.1%,1.5%,5.5%,6.7%,4.7%,65.3%,(4.0%),3.2%,77.1,25.1,2.9%,-0.62,No,..,1.4%,1.4%
jamaica,Caribbean,2004,Q2,Upper middle income,Tourism & Services,Floating,No,"2,678,644 people","$5,908",28.0%,29.6%,4.35 million visitors,5.7%,3.3%,2.7%,9.4%,4.0%,94.9%,1.0%,(3.5%),97.8,41.3,3.7%,-0.43,No,..,2.7%,1.5%
jamaica,Caribbean,2021,Q3,Upper middle income,Tourism & Services,Floating,No,"2,835,501 people","$5,872",30.3%,39.6%,1.93 million visitors,7.1%,(0.4%),3.7%,10.4%,5.0%,98.0%,(2.3%),(10.3%),115.0,35.8,3.4%,-0.32,No,..,1.0%,0.7%
ECUADOR,South America,2004,Q4,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,494,139 people","$6,533",29.4%,34.5%,0.51 million visitors,1.5%,8.7%,0.9%,2.0%,5.5%,60.6%,(0.1%),(5.0%),98.1,9.2,3.2%,0.28,No,..,3.9%,2.0%
Ecuador,South America,2006,Q4,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,534,813 people","$6,206",38.6%,40.9%,1.68 million visitors,0.8%,8.6%,7.2%,9.6%,7.2%,59.5%,(2.7%),(1.4%),104.6,5.0,6.2%,-0.13,No,..,3.2%,1.0%
Uruguay,South America,2018,Q2,High income,Agriculture & Agro-exports,Floating,No,"3,413,665 people","$17,266",31.8%,39.3%,0.05 million visitors,2.4%,4.7%,4.6%,8.4%,5.3%,78.8%,(2.8%),(7.4%),91.1,36.0,4.6%,1.33,No,..,3.3%,3.3%
 Costa Rica ,Central America,2008,Q2,Upper middle income,Tourism & Services,Managed Float,No,"5,012,826 people","$11,731",37.4%,45.9%,3.42 million visitors,8.1%,2.2%,0.4%,9.1%,1.8%,50.0%,(5.5%),(8.5%),105.5,41.2,5.0%,0.92,No,..,4.7%,5.2%
ECUADOR,South America,2006,Q1,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,543,571 people","$5,998",36.7%,39.2%,1.43 million visitors,0.9%,3.3%,4.1%,6.4%,5.7%,59.5%,(4.8%),(1.4%),104.6,33.4,2.7%,-1.06,No,..,0.4%,(0.3%)
dominican republic,Caribbean,2016,Q1,Upper middle income,Tourism & Services,Managed Float,No,"10,865,780 people","$7,433",29.7%,34.7%,3.01 million visitors,8.4%,4.2%,4.9%,9.6%,6.6%,48.1%,(8.5%),(5.3%),92.1,37.2,4.3%,0.22,No,..,5.3%,5.6%
 Trinidad and Tobago ,Caribbean,2018,Q1,High income,Mining & Extractives,Floating,No,"1,465,896 people","$16,411",44.5%,47.6%,0.88 million visitors,1.0%,2.2%,6.2%,7.4%,7.0%,65.2%,(3.2%),(4.0%),96.3,52.2,4.3%,0.16,No,..,1.7%,1.6%
PANAMA,Central America,2023,Q4,High income,Trade & Logistics,Pegged (Dollarized),No,"4,227,373 people","$15,357",25.3%,28.0%,1.15 million visitors,3.2%,2.2%,8.6%,9.4%,12.0%,57.1%,(2.6%),(3.7%),94.3,17.4,4.3%,0.1,No,..,2.8%,3.8%
GUATEMALA,Central America,2012,Q1,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,432,789 people","$5,167",43.0%,69.3%,1.55 million visitors,3.7%,2.8%,4.5%,8.4%,5.7%,39.9%,(1.8%),(25.0%),112.3,34.8,4.2%,0.09,No,..,4.3%,3.6%
EL SALVADOR,Central America,2023,Q4,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,314,568 people","$3,816",39.9%,37.8%,0.93 million visitors,2.7%,2.2%,4.3%,12.3%,5.4%,85.1%,(0.0%),3.0%,105.8,31.8,4.7%,-0.34,No,..,(0.0%),(0.3%)
Jamaica,Caribbean,2021,Q4,Upper middle income,Tourism & Services,Floating,No,"2,772,532 people","$6,285",32.6%,35.0%,2.72 million visitors,9.4%,3.4%,5.4%,9.6%,5.8%,98.0%,(8.5%),(4.3%),115.0,25.8,6.1%,-0.4,No,..,0.2%,0.8%
Ecuador,South America,2021,Q3,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,514,365 people","$6,115",35.5%,39.7%,0.89 million visitors,0.5%,2.9%,9.9%,1.5%,13.1%,64.7%,(3.2%),(4.1%),69.4,2.0,5.1%,-0.25,No,..,4.3%,1.4%
 Guyana ,South America,2018,Q3,High income,Mining & Extractives,Floating,No,"747,288 people","$14,116",42.4%,44.5%,0.14 million visitors,1.2%,3.7%,9.5%,6.9%,8.8%,36.7%,(2.9%),0.1%,108.9,42.8,4.9%,-0.52,No,..,8.7%,10.8%
trinidad and tobago,Caribbean,2006,Q4,High income,Mining & Extractives,Floating,Yes,"1,347,599 people","$18,490",41.0%,55.9%,0.07 million visitors,0.7%,6.4%,5.5%,6.9%,7.8%,63.2%,(6.2%),(14.9%),98.7,37.6,4.0%,-0.15,No,..,(0.0%),0.5%
panama,Central America,2010,Q4,High income,Trade & Logistics,Pegged (Dollarized),No,"4,202,308 people","$15,715",26.8%,15.1%,0.60 million visitors,6.0%,4.0%,(0.4%),5.4%,0.2%,53.1%,(3.1%),13.5%,103.9,13.2,3.8%,0.54,No,..,4.2%,5.2%
