priority,weapon,injury,offense,time-band,location,district,repeat-site,witness,cctv,alcohol,gang-flag,juvenile,domestic,vehicle,weekday,shift,precinct-size,report-delay,officer-count,clearance,file-flag
r,k,n,a,d,p,b,f,f,t,f,f,f,f,f,t,a,m,s,o,o,i
p,o,s,r,d,p,b,f,f,f,f,f,f,f,f,t,b,l,i,m,c,i
r,n,m,t,d,t,f,f,f,f,f,t,t,f,f,t,b,s,i,m,o,i
p,k,n,v,n,p,f,f,f,f,f,f,t,f,f,f,a,m,l,o,?,i
p,n,f,t,e,p,c,f,f,f,t,t,f,f,t,f,c,s,s,o,c,i
p,f,m,d,e,s,e,f,f,f,f,f,f,t,f,t,b,l,i,o,o,i
p,n,s,v,n,s,f,t,f,f,f,f,f,f,t,t,c,s,s,o,o,i
p,u,n,b,e,s,a,f,t,t,f,f,t,f,f,t,c,l,s,m,?,i
r,u,n,a,d,c,d,f,f,t,f,f,f,t,f,f,b,s,i,o,o,i
r,n,n,h,e,t,b,f,t,f,f,f,f,f,f,f,c,m,l,o,?,i
r,n,n,v,d,t,e,f,f,f,f,f,f,f,f,t,a,l,s,m,c,i
p,k,m,v,e,p,a,t,f,f,f,t,f,f,f,t,a,l,i,m,c,i
p,f,n,d,d,p,e,t,f,f,f,f,f,f,t,t,a,l,i,o,c,i
p,n,n,t,n,h,b,f,f,f,f,f,f,f,f,f,a,l,i,o,?,i
r,n,m,t,e,h,c,f,t,f,f,f,f,f,f,f,c,m,l,m,c,i
r,n,n,t,d,c,e,f,t,f,t,f,t,f,f,f,a,m,s,o,c,i
p,u,n,r,e,s,a,f,f,t,t,f,f,f,t,t,a,m,i,o,o,i
p,n,m,r,d,c,f,f,t,f,f,t,f,f,t,t,a,l,i,o,c,i
p,u,s,a,e,c,b,f,t,t,f,f,f,f,t,t,c,s,i,o,o,i
p,k,n,h,n,s,c,f,t,f,f,f,f,f,f,t,c,m,i,o,?,i
p,u,f,t,n,c,e,f,f,f,f,f,f,f,f,t,a,m,s,o,o,i
r,n,m,v,e,h,a,f,f,f,t,f,f,f,f,f,a,m,i,m,o,i
p,n,m,b,e,c,d,t,t,t,f,t,f,t,t,t,a,m,l,m,c,i
r,u,n,a,e,p,c,f,f,f,f,f,f,f,f,t,b,s,s,m,o,i
r,u,m,t,d,s,d,f,f,t,f,f,f,f,t,t,b,m,i,o,c,i
r,n,m,v,e,p,d,f,f,t,f,f,f,f,f,f,c,s,s,m,o,i
p,n,n,v,e,s,c,t,t,t,f,f,f,f,f,t,c,l,l,o,c,i
p,n,f,a,d,h,b,f,t,f,f,f,f,t,t,t,a,m,l,o,o,i
p,n,s,b,d,h,a,f,t,f,f,f,f,t,t,f,a,s,s,m,?,i
r,n,n,r,d,p,f,f,t,f,f,f,f,f,t,f,a,l,l,o,o,i
r,u,m,a,d,t,c,t,t,t,t,f,f,f,t,t,a,m,s,o,?,i
r,n,n,r,d,s,b,f,f,f,f,f,f,t,t,t,b,l,s,m,o,i
p,f,m,a,d,c,a,f,f,t,f,f,f,f,f,t,b,s,s,m,o,i
p,n,m,d,e,p,e,f,t,t,f,f,f,f,f,t,b,m,l,o,o,i
p,n,n,v,e,t,c,t,f,f,f,f,f,f,f,t,b,l,i,m,c,i
r,f,n,t,d,s,a,t,f,t,f,f,f,f,f,t,c,s,i,m,o,i
r,n,n,v,e,s,f,t,t,f,f,f,f,f,t,t,b,s,s,o,c,i
p,f,s,a,n,h,f,f,f,f,t,f,f,t,f,t,a,l,i,o,o,i
r,n,n,d,d,t,f,f,f,t,f,f,f,t,f,t,c,m,s,o,c,i
p,u,s,r,d,s,d,f,f,t,f,f,f,f,t,t,b,m,s,o,?,i
p,f,n,t,e,h,b,f,t,t,f,f,f,f,f,t,b,m,i,o,c,i
p,u,n,v,d,t,a,f,f,f,t,f,f,f,t,t,a,m,s,m,?,i
r,n,s,t,d,h,b,t,f,f,f,f,f,f,f,f,b,l,i,o,?,i
r,n,n,d,e,c,d,f,t,f,f,f,f,f,t,f,b,m,i,o,c,i
r,n,n,d,d,t,b,f,t,t,f,f,f,f,f,t,b,m,i,o,c,i
p,k,n,r,n,h,c,f,t,t,f,f,t,f,f,t,a,m,i,o,o,i
r,n,n,b,n,s,d,f,t,f,t,f,f,f,f,t,b,l,l,m,o,i
r,n,n,r,d,s,e,f,t,f,t,f,f,f,f,t,a,m,s,m,o,i
r,n,n,a,e,h,a,f,f,f,t,f,f,f,f,t,b,l,i,o,c,i
p,n,n,t,n,s,f,f,f,f,t,f,f,f,f,f,c,s,s,o,?,i
r,n,n,d,e,s,c,f,f,t,f,f,f,f,f,t,c,m,s,o,o,i
r,n,n,a,n,s,d,t,t,f,f,t,f,f,t,t,a,l,l,o,o,i
r,n,n,a,n,h,f,f,f,f,f,f,f,f,f,t,b,s,i,m,o,i
p,k,n,t,d,p,a,f,f,t,t,f,f,t,f,f,c,s,i,o,o,i
p,n,f,h,d,h,f,f,f,t,f,f,f,f,t,t,b,l,s,o,o,i
r,n,n,d,d,c,e,f,f,f,f,f,f,f,f,f,a,l,s,o,?,i
r,k,n,a,n,t,f,f,f,t,f,f,f,t,t,t,a,m,s,m,c,i
r,o,n,t,d,c,c,f,f,t,f,f,f,f,f,t,a,m,s,m,?,i
p,n,s,v,e,c,a,f,f,f,t,f,f,f,f,t,c,l,i,o,c,i
p,k,m,a,e,s,a,t,f,t,f,f,t,f,f,f,a,m,l,o,c,i
r,u,m,h,n,h,e,f,t,f,t,f,f,f,t,t,a,s,s,m,o,i
p,k,s,d,n,s,a,f,t,f,f,f,f,f,f,t,a,m,s,m,o,i
p,u,m,v,d,h,b,f,f,t,f,f,f,t,t,t,c,m,i,o,?,i
p,o,f,t,d,t,f,f,f,f,t,t,f,f,f,f,a,m,l,m,o,i
r,n,n,v,e,s,c,f,f,f,f,f,f,t,f,f,a,l,i,m,?,i
r,n,m,h,n,s,b,f,t,t,f,f,f,f,f,t,c,s,l,o,c,i
p,f,m,a,e,p,e,f,f,f,f,f,f,f,f,t,a,m,s,o,c,i
p,u,s,d,e,t,b,f,f,t,f,f,f,f,t,t,a,m,i,m,?,i
r,n,n,a,n,c,c,f,t,t,t,f,f,f,t,f,b,m,i,o,c,i
r,n,m,h,e,s,a,f,t,f,f,f,f,f,f,f,a,s,l,o,o,i
p,k,n,r,d,h,c,t,f,f,f,f,f,f,t,t,b,m,s,o,?,i
r,n,n,t,n,h,a,f,t,f,f,f,t,f,t,t,c,l,i,o,c,i
p,f,n,b,e,c,e,f,f,f,f,f,f,t,t,t,c,m,i,o,?,i
p,k,n,t,n,c,b,f,f,f,f,f,f,t,f,t,c,s,i,o,o,i
p,f,m,a,d,p,b,t,f,f,f,f,f,f,f,t,c,m,i,m,o,i
r,u,n,d,e,s,f,f,f,f,f,t,f,f,t,f,c,l,i,o,o,i
p,k,n,t,d,t,e,f,t,t,f,f,f,t,t,t,a,l,s,m,o,i
p,k,n,h,d,s,d,f,t,f,f,f,f,f,f,t,b,s,s,m,c,i
p,f,m,t,d,s,f,f,f,t,f,f,f,f,f,t,a,s,s,o,c,i
p,o,m,r,e,p,b,t,f,t,t,f,f,f,t,f,b,m,s,m,o,i
p,u,m,h,d,h,d,f,f,f,f,f,f,f,f,f,a,m,s,m,?,i
r,n,n,r,d,h,f,f,t,f,t,f,f,f,f,t,b,l,l,o,c,i
p,k,m,d,d,s,d,t,f,t,f,f,f,f,f,t,a,l,i,o,?,i
p,n,m,h,e,s,b,f,t,f,f,f,f,t,f,t,a,m,s,o,c,i
r,u,n,r,e,s,e,f,f,f,f,f,t,f,f,f,b,l,l,o,o,i
p,f,n,v,e,c,a,f,f,f,f,f,f,f,t,t,c,m,i,m,?,i
r,n,n,t,e,s,a,f,t,f,f,f,f,f,f,t,b,s,s,o,o,i
r,n,n,a,e,t,e,f,t,t,f,f,f,f,t,t,a,m,s,m,o,i
r,n,n,a,e,c,a,t,t,f,f,f,f,t,f,f,c,l,s,o,?,i
p,f,n,d,d,p,a,f,f,f,f,f,f,f,t,t,a,l,i,m,c,i
p,n,n,r,e,p,b,f,t,f,f,f,f,f,f,f,a,l,i,m,c,i
r,n,n,r,n,c,c,t,f,t,f,f,f,f,f,f,a,l,i,o,?,i
p,u,n,d,e,h,c,f,t,f,f,f,f,f,t,t,b,m,s,o,o,i
r,o,m,t,n,t,e,f,f,f,f,f,f,f,f,t,c,l,i,o,?,i
r,n,n,h,d,h,d,f,f,f,f,f,f,f,t,t,a,l,i,o,c,i
r,n,n,t,e,s,e,f,t,f,f,f,f,f,f,t,b,m,i,o,o,i
r,u,m,a,e,h,a,f,t,f,f,f,t,f,f,f,c,l,i,o,o,i
p,f,n,r,e,s,b,f,t,f,f,t,f,f,f,f,b,m,l,o,o,i
p,k,n,a,e,c,f,f,f,t,f,f,f,f,f,t,c,m,i,m,o,i
r,n,n,r,d,t,c,f,f,f,f,f,f,f,t,t,b,m,s,o,c,i
r,n,n,v,e,c,b,f,t,t,f,f,f,f,f,t,b,m,i,o,c,i
r,n,n,d,e,s,f,t,f,t,f,f,f,f,f,t,a,s,i,o,c,i
r,f,n,t,e,s,c,t,t,f,f,f,f,f,f,t,b,s,l,m,c,i
r,n,n,t,d,h,c,f,f,t,t,f,f,t,f,t,a,s,l,m,o,i
r,n,n,t,d,s,b,f,t,f,f,t,f,f,t,t,b,s,s,o,?,i
p,f,f,b,n,h,d,t,f,t,t,f,t,f,f,t,b,s,s,o,c,i
p,u,n,t,d,c,b,f,f,f,f,f,f,f,f,t,b,l,i,o,c,i
p,f,n,a,d,c,d,t,f,f,f,f,f,f,t,t,b,l,i,m,o,i
r,n,n,d,d,h,e,f,t,t,f,f,f,f,t,t,c,m,s,o,o,i
p,k,m,d,e,h,d,f,t,f,t,f,f,f,t,f,b,m,i,o,o,i
r,n,m,d,e,s,a,f,t,t,f,f,f,f,f,t,a,m,i,m,o,i
p,n,m,t,n,c,a,t,f,f,f,f,f,f,f,f,c,m,s,o,c,i
p,k,n,b,e,h,e,t,f,f,f,f,f,f,t,t,c,l,s,m,c,i
r,n,n,t,d,s,f,t,t,f,f,f,f,f,t,t,b,m,i,m,o,i
p,k,m,a,d,c,a,f,f,f,f,f,f,t,t,t,a,l,i,o,o,i
p,u,n,a,d,h,b,f,f,f,f,f,f,f,f,t,b,m,i,m,c,i
p,u,f,d,e,s,d,t,f,f,f,f,f,t,f,t,c,s,s,o,o,i
r,n,n,r,n,h,e,f,f,f,f,f,f,f,t,t,c,s,i,o,?,i
r,n,n,t,d,s,f,f,f,f,f,t,f,f,f,t,c,m,l,o,o,i
r,n,n,r,d,c,d,t,f,f,f,f,f,f,t,t,b,m,i,o,c,i
r,n,n,h,e,s,a,f,f,f,t,f,f,f,f,t,a,m,l,o,c,i
r,n,m,t,e,p,e,f,f,f,f,f,f,f,f,t,a,m,i,m,c,i
r,n,n,v,e,h,e,f,t,f,f,f,f,f,f,f,b,l,i,o,o,i
p,o,n,t,e,s,b,f,t,f,t,f,f,f,t,f,a,m,i,o,c,i
r,k,n,t,d,s,c,f,f,t,t,f,f,f,f,t,c,l,l,m,o,i
p,u,m,d,e,t,a,t,t,t,t,f,t,f,f,t,a,m,s,m,?,i
r,n,n,t,d,h,b,f,f,f,f,t,f,f,f,t,b,m,s,o,o,i
p,n,s,v,e,c,f,f,t,t,t,t,f,t,t,t,b,m,i,m,o,i
r,n,s,t,d,p,a,f,f,f,f,f,f,t,f,t,a,l,s,o,o,i
r,n,n,r,e,s,e,f,t,t,f,f,f,f,t,t,c,l,i,o,o,i
p,n,m,r,n,h,a,f,f,t,t,f,f,f,t,t,a,s,i,o,?,i
p,u,s,d,e,c,b,f,f,f,t,f,f,f,f,t,c,s,i,m,o,i
r,n,n,d,d,p,d,f,t,t,f,f,f,f,f,f,b,m,s,o,c,i
r,n,n,r,n,h,a,f,t,f,f,f,t,f,f,f,a,m,l,m,c,i
p,k,n,a,d,t,d,t,t,f,f,f,f,f,t,t,a,s,s,m,c,i
p,k,m,t,n,h,b,f,t,f,f,f,t,f,f,t,a,l,i,o,o,i
r,k,n,r,d,p,e,f,f,f,f,f,f,f,f,t,a,m,i,o,?,i
p,n,m,b,n,s,f,t,t,f,f,f,f,f,f,t,b,m,i,m,?,i
p,o,n,t,d,h,c,f,f,t,t,f,f,t,t,t,a,l,i,o,c,i
r,n,n,h,d,s,a,f,t,f,f,f,f,f,f,f,c,m,i,o,o,i
r,n,n,a,n,t,e,f,t,f,f,t,f,f,f,t,a,m,i,o,?,i
p,f,m,t,e,s,b,f,f,t,f,f,f,f,t,f,c,m,s,o,c,i
p,u,n,d,d,c,a,f,f,f,f,f,t,f,f,f,c,s,s,o,o,i
p,n,m,b,d,s,f,f,t,f,f,f,f,f,t,f,b,l,i,o,?,i
p,k,n,v,d,s,b,f,f,t,t,t,f,f,t,f,b,s,s,o,o,i
r,n,n,t,d,s,d,f,t,t,f,f,f,f,t,t,b,l,i,o,o,i
r,n,n,a,e,c,b,f,f,f,t,f,f,f,f,t,a,m,i,o,c,i
p,n,s,r,e,s,e,f,f,f,t,f,f,f,f,t,c,s,i,m,o,i
p,f,n,t,n,p,d,f,f,f,f,f,f,f,f,t,c,s,i,m,o,i
r,n,m,v,n,c,c,t,f,f,f,f,f,f,f,f,a,m,s,o,o,i
p,f,n,t,n,t,d,f,f,t,f,f,t,t,f,f,a,m,s,m,o,i
r,n,m,t,e,c,b,f,t,t,f,f,f,f,f,t,b,m,i,o,o,i
r,u,n,t,e,c,a,t,f,f,f,f,f,f,t,t,a,l,i,o,?,i
r,o,n,a,e,h,e,f,t,t,f,f,f,t,f,f,b,l,s,o,o,i
r,n,n,t,d,s,f,f,t,f,t,f,f,f,f,t,a,m,s,o,c,i
r,n,n,v,d,h,e,f,f,t,f,f,f,f,t,f,a,m,s,o,o,i
r,n,n,b,n,p,d,f,t,f,f,f,t,f,f,f,a,s,i,o,o,i
p,o,n,t,e,s,c,t,t,t,t,f,f,f,f,f,b,m,i,m,?,i
p,n,n,b,d,s,d,f,t,f,f,f,f,f,t,f,b,s,i,m,?,i
p,k,f,t,e,h,d,f,f,t,t,f,f,f,t,t,b,m,s,m,o,i
r,n,n,a,d,p,a,t,t,t,f,f,f,f,f,f,b,m,s,m,c,i
p,o,s,d,e,s,c,f,t,f,f,f,f,f,f,t,c,m,i,m,c,i
p,k,n,v,d,p,b,f,t,t,f,f,f,f,f,t,a,m,i,m,c,i
p,k,n,r,n,s,b,f,f,f,f,f,f,f,t,t,a,m,i,o,c,i
r,u,n,a,e,h,e,f,t,f,t,f,f,t,f,t,c,m,l,m,o,i
r,n,n,t,d,t,b,t,f,f,f,f,f,f,f,t,a,m,i,o,c,i
p,o,n,v,e,h,e,f,f,t,t,f,f,f,f,t,c,m,i,m,c,i
p,n,s,b,n,h,f,f,f,f,t,f,f,f,f,t,a,m,i,m,o,i
p,n,m,r,n,t,f,f,f,f,f,f,f,f,t,t,b,m,l,o,o,i
r,u,n,h,e,s,e,f,t,f,f,t,t,f,f,f,c,m,i,o,c,i
p,f,n,a,d,s,e,t,t,t,f,t,f,f,t,f,a,m,i,m,o,i
p,f,n,v,e,t,c,f,t,t,t,t,t,f,t,t,a,m,i,o,o,i
r,n,n,b,n,h,e,t,t,f,f,f,f,f,f,t,a,m,i,m,o,i
r,n,n,t,n,t,d,f,f,f,f,f,f,f,t,t,a,l,i,o,?,i
r,n,n,t,e,p,f,f,t,f,f,t,f,f,t,f,b,m,s,o,o,i
p,k,n,r,e,h,d,f,f,f,t,f,t,f,t,t,b,s,s,o,o,i
r,n,n,a,d,h,c,f,t,f,t,f,f,f,f,t,c,l,s,m,o,i
p,n,m,r,d,h,e,t,t,f,f,f,f,f,t,f,c,m,i,m,?,i
r,n,n,v,d,s,e,f,f,f,f,f,f,t,f,t,c,m,i,o,?,i
r,n,n,a,d,h,a,t,f,f,f,f,f,f,f,f,c,s,i,m,?,i
r,n,s,b,e,p,d,f,t,t,f,t,f,f,f,t,c,s,l,o,?,i
p,n,f,r,d,t,d,t,f,f,f,f,t,f,f,t,a,s,l,m,o,i
r,u,n,b,e,t,d,t,t,t,f,f,f,f,t,t,c,m,i,o,o,i
p,k,n,d,e,t,f,f,f,t,t,f,f,f,t,t,a,m,s,o,o,i
r,n,m,t,d,s,d,f,t,f,t,f,f,t,t,f,c,s,i,m,c,i
p,f,n,h,e,h,f,t,t,f,t,f,f,t,f,t,c,m,s,m,o,i
p,o,n,t,d,s,b,f,f,t,t,f,f,f,f,f,b,m,s,o,c,i
p,n,n,t,d,h,a,t,t,f,t,f,f,t,f,f,c,l,i,m,c,i
r,n,n,v,n,t,b,f,f,f,t,f,f,f,t,t,c,m,l,m,?,i
p,n,f,t,d,p,c,f,f,f,f,f,f,f,f,t,c,s,s,o,?,i
r,n,m,t,d,p,e,t,t,f,t,f,f,f,t,t,b,l,s,o,o,i
p,o,f,t,e,h,d,f,f,f,f,t,f,f,f,t,c,l,i,o,c,i
r,u,m,v,d,h,c,t,f,f,f,t,f,f,f,f,b,m,i,m,o,i
r,n,n,b,d,s,c,f,t,f,f,f,f,f,t,t,c,m,s,o,?,i
p,f,m,t,e,h,f,f,t,t,f,f,f,t,t,f,b,l,s,m,o,i
p,n,m,b,e,s,a,f,t,t,f,f,f,f,f,t,c,m,i,m,?,i
r,k,n,t,e,p,b,t,f,f,f,f,f,f,t,t,a,m,i,o,o,i
p,f,n,h,n,h,d,f,t,t,f,f,f,f,t,t,a,s,i,o,o,i
r,n,n,t,d,c,d,f,f,f,f,f,f,f,t,t,b,m,i,o,?,i
r,n,n,b,e,p,c,f,t,t,f,f,f,f,f,t,b,l,s,o,c,i
p,k,n,b,d,s,a,f,t,t,t,f,f,f,t,f,b,l,i,o,c,i
r,u,n,b,d,c,c,f,f,t,f,f,f,f,f,f,a,m,i,m,?,i
r,n,n,h,n,p,a,f,f,f,f,f,f,f,f,f,a,l,i,m,c,i
p,n,n,a,e,t,a,f,f,f,t,f,f,t,t,t,c,l,s,o,o,i
r,n,n,v,d,s,b,f,f,f,f,f,f,f,f,t,b,m,i,o,o,i
r,k,n,a,d,c,a,f,f,f,t,f,f,f,f,t,b,s,i,m,c,i
p,k,n,r,d,h,c,f,f,f,f,t,f,f,f,t,a,l,s,m,?,i
p,o,s,a,e,s,e,t,f,f,f,f,f,f,f,t,b,s,s,o,o,i
p,f,n,t,d,s,a,t,f,f,f,t,t,f,f,t,c,s,i,o,o,i
p,u,n,t,n,h,c,f,t,f,t,f,f,f,f,t,c,m,i,m,o,i
r,o,n,t,d,s,c,f,f,f,f,f,f,f,t,f,c,l,s,m,o,i
r,n,m,h,d,c,a,f,f,f,t,f,f,f,f,t,c,s,i,m,c,i
p,k,m,v,n,s,e,f,f,t,f,f,f,f,f,f,a,l,s,m,o,i
r,n,n,t,n,s,a,t,t,f,f,f,f,f,f,t,b,l,s,o,c,i
r,n,n,b,d,c,f,t,f,f,t,f,f,f,t,t,b,s,i,m,c,i
p,u,m,v,e,s,d,f,t,f,f,t,f,f,f,t,a,s,s,m,o,i
p,f,s,a,n,s,b,f,f,t,f,t,t,f,f,t,c,l,i,o,o,i
p,u,n,a,e,s,f,f,f,f,f,f,f,f,f,t,b,s,i,o,?,i
r,n,n,v,e,h,c,f,t,f,f,f,f,f,f,t,b,m,l,o,c,i
r,k,n,t,e,h,b,f,f,t,f,f,f,f,f,t,c,s,i,o,o,i
r,k,n,b,n,p,c,f,f,f,f,f,f,f,f,t,b,m,l,o,o,i
r,n,m,t,e,c,d,f,f,f,f,f,t,f,t,t,a,m,s,o,?,i
p,n,f,t,d,s,e,f,f,f,f,t,f,f,f,f,a,m,s,o,o,i
p,k,f,r,e,s,d,f,f,t,f,f,f,f,t,t,c,s,s,o,o,i
r,n,m,v,e,p,f,f,f,t,f,f,f,f,t,t,a,l,s,o,c,i
r,u,n,h,e,s,f,f,t,f,t,f,f,t,f,t,a,m,i,m,o,i
p,n,f,t,d,s,a,f,t,f,f,f,f,f,f,t,b,m,i,o,?,i
r,n,n,v,e,s,f,f,f,t,f,t,t,f,f,t,b,m,s,m,?,i
r,o,n,d,e,c,a,f,f,f,f,f,f,f,f,t,b,s,i,o,c,i
p,n,m,r,n,c,f,f,t,f,t,f,f,f,t,f,b,m,i,m,?,i
r,u,n,h,d,h,b,t,f,f,t,f,f,f,f,t,b,m,i,m,o,i
p,f,m,h,e,s,b,f,t,f,f,f,t,t,t,f,c,s,l,o,c,i
p,n,f,v,e,c,c,f,t,t,t,f,f,f,f,t,b,l,i,o,?,i
p,f,m,h,d,s,a,t,f,f,f,f,f,f,f,t,b,l,i,o,?,i
p,k,m,r,e,h,e,t,f,t,f,f,f,f,f,f,c,l,s,o,o,i
p,f,n,b,d,p,a,f,f,t,f,f,f,f,f,f,a,m,i,m,o,i
p,o,n,d,n,s,c,f,f,t,t,f,f,f,f,t,c,s,i,o,c,i
p,f,m,d,e,h,f,f,f,t,f,f,t,t,f,t,a,m,s,m,?,i
r,k,n,t,d,c,d,f,t,t,t,f,f,f,f,t,a,m,i,m,o,i
r,n,s,a,e,c,d,f,f,f,f,f,f,f,f,f,a,s,s,m,?,i
p,f,n,t,n,h,f,f,f,f,f,f,f,f,f,f,b,l,s,m,o,i
r,u,n,d,d,h,a,f,t,t,f,t,f,f,f,t,a,s,s,o,?,i
p,k,n,t,n,h,b,f,t,t,f,f,f,t,t,f,a,s,s,o,c,i
p,f,m,a,d,h,a,f,f,t,f,f,f,f,f,t,a,l,s,m,c,i
r,n,m,b,d,h,a,f,f,f,f,f,f,f,f,t,a,l,i,m,c,i
p,f,s,t,e,s,b,f,t,f,f,f,f,f,t,f,a,m,i,o,o,i
r,u,n,h,d,s,d,f,f,f,f,f,t,f,f,t,b,s,i,m,c,i
r,n,n,b,n,h,b,f,f,f,f,f,f,f,f,t,a,s,i,o,o,i
r,n,n,t,e,h,d,f,t,f,f,f,f,f,f,t,c,s,s,o,o,i
r,k,n,t,e,h,e,t,t,f,f,f,f,f,t,t,a,m,s,o,c,i
p,k,n,v,e,c,c,f,f,f,f,t,f,f,f,f,a,s,l,m,o,i
p,k,n,r,e,t,c,t,f,f,f,f,f,f,f,f,a,m,i,o,c,i
r,n,n,b,e,h,a,f,t,f,t,f,f,f,f,t,b,m,s,o,c,i
r,n,n,a,e,c,e,t,f,f,t,f,f,t,f,t,b,s,l,o,o,i
p,k,m,d,n,s,c,f,f,t,f,f,f,f,f,t,a,l,s,m,?,i
p,k,m,v,e,c,e,f,f,f,f,f,f,f,f,t,a,l,i,o,c,i
r,f,n,v,d,h,c,f,f,t,f,f,f,f,t,t,a,m,s,o,o,i
p,f,n,a,e,p,d,f,t,f,f,f,f,f,f,t,c,m,i,o,?,i
p,f,m,h,e,t,b,f,t,f,t,f,t,f,f,t,b,s,i,m,o,i
p,o,m,v,d,s,b,f,f,f,f,f,f,f,t,f,c,s,l,o,?,i
r,k,m,a,d,t,c,f,f,t,t,f,f,f,f,t,c,s,s,o,o,i
r,k,n,h,d,c,d,f,t,f,t,f,f,f,f,t,b,l,s,m,o,i
p,k,n,d,d,c,c,f,f,t,f,f,f,f,t,t,b,s,l,m,o,i
p,n,s,v,n,h,e,f,t,t,t,f,f,f,f,t,c,m,i,o,c,i
r,n,n,v,n,h,a,f,f,t,f,f,t,f,f,t,a,s,l,o,?,i
p,k,n,a,d,p,f,f,f,t,f,f,f,f,f,f,a,l,i,o,?,i
p,u,f,b,n,s,f,f,t,t,t,t,f,f,f,t,b,l,s,m,c,i
p,f,n,t,n,h,b,f,t,f,f,f,f,f,f,t,a,m,i,o,c,i
r,n,m,b,n,s,a,f,t,f,f,f,f,f,f,t,c,s,s,m,?,i
p,k,m,a,d,s,d,t,t,f,f,f,f,f,t,t,a,m,l,m,o,i
r,n,n,a,d,c,a,f,f,t,f,f,t,f,f,f,c,m,l,o,c,i
p,f,m,d,e,c,b,f,t,f,t,f,f,f,f,f,c,m,l,o,o,i
r,o,n,t,e,p,c,f,f,f,f,f,f,t,f,f,b,s,l,o,?,i
p,k,m,d,e,c,d,f,f,t,f,f,f,f,f,f,b,l,s,o,o,i
p,k,s,a,e,c,a,f,t,f,t,f,t,f,t,t,c,m,i,o,o,i
p,n,s,t,n,t,f,t,t,f,f,f,f,f,f,t,c,m,s,o,c,i
r,n,n,t,n,h,a,t,t,f,f,f,f,f,f,t,a,m,l,o,o,i
p,u,m,a,e,c,a,f,f,f,t,f,f,f,f,t,a,l,i,o,o,i
p,f,s,a,n,p,a,f,f,f,f,t,f,f,f,f,c,m,i,m,c,i
p,k,m,a,n,c,f,f,t,f,t,f,f,f,f,t,a,l,s,o,c,i
p,n,n,r,d,c,f,f,t,f,t,f,f,t,t,t,b,l,l,m,c,i
r,n,n,b,n,h,a,f,f,f,f,f,f,f,f,f,c,m,i,o,o,i
r,n,m,t,d,h,e,f,t,f,f,f,f,f,f,t,a,s,s,o,o,i
p,n,n,a,d,c,a,f,f,t,f,f,t,t,f,t,a,m,i,o,?,i
r,n,n,t,n,c,a,f,t,f,f,t,f,f,f,t,c,m,s,o,o,i
p,u,s,t,e,h,a,f,t,f,f,f,f,f,f,t,b,s,i,m,o,i
p,k,s,t,e,s,e,f,f,f,f,f,t,f,f,t,a,m,s,o,?,i
r,n,f,v,n,s,c,f,f,t,f,t,f,f,t,t,a,l,i,o,c,i
r,n,n,r,d,h,d,f,t,f,f,f,f,f,f,f,c,m,s,o,c,i
r,n,n,d,d,s,a,f,t,t,f,f,f,f,f,t,a,s,s,o,o,i
p,o,n,v,d,h,f,f,f,f,f,f,f,f,f,t,b,m,l,m,?,i
r,n,n,b,e,s,f,f,t,f,f,f,f,f,f,t,b,m,s,o,c,i
r,o,s,a,d,s,b,t,f,t,f,f,f,f,t,t,b,l,i,m,c,i
p,o,n,t,d,p,d,f,f,t,f,f,f,f,f,t,b,s,i,o,o,i
p,n,n,r,n,h,d,t,f,t,t,f,f,f,f,t,a,s,s,m,o,i
p,k,n,a,d,c,f,t,t,t,t,f,f,f,f,t,c,l,s,o,?,i
r,u,n,t,e,s,c,f,f,t,t,f,f,f,t,t,b,l,s,o,o,i
p,n,s,h,d,s,b,f,t,f,f,f,f,f,t,t,b,m,l,m,c,i
r,n,m,t,e,s,b,t,f,t,t,t,f,f,f,t,c,l,s,m,c,i
r,u,n,t,e,s,d,f,f,f,t,f,f,f,f,f,b,s,i,o,?,i
p,u,n,d,e,s,c,f,f,t,f,t,f,f,f,t,b,l,s,o,o,i
r,k,n,a,d,h,a,f,t,f,f,f,f,f,f,t,c,m,s,o,o,i
p,k,n,a,d,s,e,t,f,f,f,f,t,f,t,t,c,l,i,o,o,i
r,n,s,t,d,c,f,t,f,t,t,f,f,f,f,f,a,m,s,o,o,i
p,o,m,a,d,h,c,f,t,f,f,f,f,f,t,t,b,l,i,m,o,i
p,k,n,h,e,s,c,f,f,f,t,f,f,f,t,f,b,l,s,o,c,i
p,n,m,r,d,p,c,t,f,t,t,f,f,f,f,f,b,s,i,m,?,i
r,f,n,b,d,h,c,f,f,f,f,f,t,t,t,t,a,s,i,m,?,i
r,u,n,a,d,h,a,f,t,f,f,f,f,f,f,f,b,m,s,m,?,i
r,o,n,a,n,h,c,f,f,t,f,f,f,f,f,f,b,m,s,o,?,i
r,n,n,r,e,c,c,f,t,t,f,f,f,f,f,t,a,s,s,o,o,i
r,n,n,t,e,h,f,t,f,t,t,f,f,f,t,t,a,l,s,o,o,i
p,u,m,t,e,t,a,t,f,f,f,f,f,f,f,f,b,l,i,m,c,i
p,u,s,r,d,h,b,f,t,f,t,f,f,f,t,f,c,s,s,m,o,i
r,k,n,d,d,h,c,t,f,t,t,f,f,t,t,t,c,l,s,m,o,i
p,f,m,d,d,p,e,t,f,f,t,t,f,f,f,t,a,s,i,m,?,i
