year,bank,baseBank,charter,charter2,atvType,assets_b,roa,nim,efficiency,npl,funding,book,region,sFlag,tFlag
2001,Maple Savings,Maple,Community Commercial,,,4.081,1.33,3.327,55.8,0.798,Wholesale,Retail loans,Midwest,,
2002,Maple Savings,Maple,Community Commercial,,,3.767,1.265,3.607,56.12,0.898,Wholesale,Retail loans,Northeast,,
2003,Maple Savings,Maple,Community Commercial,,,3.73,1.118,3.263,58.93,1.125,Core,Retail loans,Northeast,,
2003,Maple Savings,Maple,Community Commercial,,,3.925,1.17,3.179,58.61,1.121,Core,C&I loans,South,,
2003,Maple Savings,Maple,Community Commercial,,,4.071,1.157,3.169,56.52,1.146,Core,Mortgage,Northeast,,
2004,Maple Savings,Maple,Community Commercial,,,3.808,0.976,3.144,58.04,0.837,Core,Retail loans,Midwest,,
2004,Maple Savings,Maple,Community Commercial,,,3.802,1.047,3.139,56.19,1.031,Core,C&I loans,South,,
2005,Maple Savings,Maple,Community Commercial,,,3.861,1.158,3.243,54.54,0.506,Wholesale,Retail loans,Midwest,,
2006,Maple Savings,Maple,Community Commercial,,,4.383,1.394,3.426,52.51,0.759,Wholesale,Retail loans,South,,
2006,Maple Savings,Maple,Community Commercial,,,4.211,1.437,3.474,50.92,0.694,Wholesale,C&I loans,Northeast,,
2007,Maple Savings,Maple,Community Commercial,,,4.287,1.215,3.49,53.4,0.615,Wholesale,Retail loans,West,,
2008,Maple Savings,Maple,Community Commercial,,,4.274,0.594,3.304,60.3,2.101,Core,Retail loans,South,,
2008,Maple Savings,Maple,Community Commercial,,,4.497,0.513,3.324,62.75,2.033,Core,C&I loans,Northeast,,
2009,Maple Savings,Maple,Community Commercial,,,4.438,0.515,3.311,62.52,3.956,Wholesale,Retail loans,Midwest,,
2009,Maple Savings,Maple,Community Commercial,,,4.209,0.42,3.262,63.0,3.862,Core,C&I loans,South,,
2010,Maple Savings,Maple,Community Commercial,,,4.82,0.826,2.914,56.81,3.055,Core,Retail loans,Midwest,,
2011,Maple Savings,Maple,Community Commercial,,,4.892,0.689,3.27,61.81,0.936,Core,Retail loans,South,,
2011,Maple Savings,Maple,Community Commercial,,,4.593,0.693,3.266,62.35,1.016,Core,C&I loans,Northeast,,
2012,Maple Savings,Maple,Community Commercial,,,5.273,1.164,3.445,52.48,1.259,Core,Retail loans,Northeast,,
2013,Maple Savings,Maple,Community Commercial,,,5.529,1.133,2.802,54.9,0.67,Core,Retail loans,Midwest,,
2014,Maple Savings,Maple,Community Commercial,,,5.028,1.201,3.534,56.03,1.035,Core,Retail loans,South,,
2015,Maple Savings,Maple,Community Commercial,,,5.246,1.543,3.275,48.58,0.706,Core,Retail loans,West,,
2015,Maple Savings,Maple,Community Commercial,,,5.272,1.555,3.145,46.99,0.856,,C&I loans,Midwest,,
2016,Maple Savings,Maple,Community Commercial,,Hybrid-channel,5.539,1.303,3.352,56.03,0.912,Core,Retail loans,Northeast,,
2016,Maple Savings,Maple,Community Commercial,,Hybrid-channel,6.118,1.295,3.305,53.1,0.765,Core,C&I loans,West,,
1996,Granite Falls Bank,Granite,Community Commercial,,,2.754,1.404,3.313,57.06,0.822,Wholesale,Retail loans,Northeast,,
1997,Granite Falls Bank,Granite,Community Commercial,,,2.826,1.347,3.487,55.04,0.679,Core,Retail loans,West,,
1998,Granite Falls Bank,Granite,Community Commercial,,,2.866,1.365,3.229,53.69,0.576,Core,Retail loans,Midwest,,
1999,Granite Falls Bank,Granite,Community Commercial,,,2.857,1.226,3.045,59.93,0.895,Wholesale,Retail loans,Midwest,,
1999,Granite Falls Bank,Granite,Community Commercial,,,3.119,1.198,3.06,60.05,1.016,Core,C&I loans,Northeast,,
1999,Granite Falls Bank,Granite,Community Commercial,,,2.828,1.232,3.104,57.73,0.793,Core,Mortgage,South,,
2000,Granite Falls Bank,Granite,Community Commercial,,,2.982,1.429,3.385,53.46,0.225,Wholesale,Retail loans,Midwest,,
2000,Granite Falls Bank,Granite,Community Commercial,,,3.062,1.524,3.385,53.33,0.198,Core,C&I loans,West,,
2001,Granite Falls Bank,Granite,Community Commercial,,,3.149,1.192,3.377,51.48,0.824,Core,Retail loans,Northeast,,
2001,Granite Falls Bank,Granite,Community Commercial,,,3.044,1.275,3.368,52.79,0.583,Core,C&I loans,West,,
2001,Granite Falls Bank,Granite,Community Commercial,,,3.267,1.363,3.278,52.28,0.674,Core,Mortgage,West,,
2002,Granite Falls Bank,Granite,Community Commercial,,,3.131,1.423,3.368,52.95,1.236,Wholesale,Retail loans,Northeast,,
2002,Granite Falls Bank,Granite,Community Commercial,,,3.232,1.369,3.395,53.79,1.103,Wholesale,C&I loans,West,,
2003,Granite Falls Bank,Granite,Community Commercial,,,2.997,1.313,3.425,57.41,0.68,Core,Retail loans,Midwest,,
2004,Granite Falls Bank,Granite,Community Commercial,,,3.2,1.067,3.296,55.98,0.365,Wholesale,Retail loans,Midwest,,
2005,Granite Falls Bank,Granite,Community Commercial,,,3.558,1.118,2.975,56.63,0.42,Core,Retail loans,West,,
2005,Granite Falls Bank,Granite,Community Commercial,,,3.552,1.066,3.07,58.18,0.189,Core,C&I loans,West,,
2005,Granite Falls Bank,Granite,Community Commercial,,,3.381,1.104,3.037,57.77,0.339,Core,Mortgage,Northeast,,
2006,Granite Falls Bank,Granite,Community Commercial,,,3.314,1.475,3.344,54.53,0.941,Wholesale,Retail loans,South,,
2007,Granite Falls Bank,Granite,Community Commercial,,,3.298,1.326,3.142,54.94,0.588,Core,Retail loans,Northeast,,
2008,Granite Falls Bank,Granite,Community Commercial,,,3.484,0.802,3.226,57.04,2.349,Core,Retail loans,South,,
2008,Granite Falls Bank,Granite,Community Commercial,,,3.512,0.665,3.26,59.52,2.195,Core,C&I loans,West,,
2009,Granite Falls Bank,Granite,Community Commercial,,,3.7,0.357,3.024,62.22,3.258,Core,Retail loans,South,,
2009,Granite Falls Bank,Granite,Community Commercial,,,3.589,0.375,3.05,62.15,3.268,Core,C&I loans,West,,
2010,Granite Falls Bank,Granite,Community Commercial,,,3.734,0.675,3.278,60.23,3.044,Core,Retail loans,Midwest,,
2010,Granite Falls Bank,Granite,Community Commercial,,,3.777,0.663,3.29,60.53,3.386,Core,C&I loans,Midwest,,
2011,Granite Falls Bank,Granite,Community Commercial,,,3.965,0.722,3.536,60.44,0.936,Core,Retail loans,Northeast,,
2012,Granite Falls Bank,Granite,Community Commercial,,,3.984,1.106,3.38,53.61,0.406,Core,Retail loans,Northeast,,
2012,Granite Falls Bank,Granite,Community Commercial,,,4.19,1.245,3.367,55.15,0.251,Core,C&I loans,West,,
2013,Granite Falls Bank,Granite,Community Commercial,,,4.172,1.245,3.281,50.12,0.594,Core,Retail loans,Northeast,,
2014,Granite Falls Bank,Granite,Community Commercial,,,4.066,1.425,3.311,53.52,0.405,Core,Retail loans,Northeast,,
2015,Granite Falls Bank,Granite,Community Commercial,,,4.702,1.801,3.365,48.98,0.156,Core,Retail loans,West,,
2015,Granite Falls Bank,Granite,Community Commercial,,,4.679,1.748,3.384,51.52,0.185,Core,C&I loans,Northeast,,
2016,Granite Falls Bank,Granite,Community Commercial,,Hybrid-channel,4.533,1.127,3.438,55.39,0.88,Core,Retail loans,Northeast,,
2017,Granite Falls Bank,Granite,Community Commercial,,,5.094,1.497,3.192,54.86,0.774,Core,Retail loans,West,,
2018,Granite Falls Bank,Granite,Community Commercial,,,4.61,1.134,3.133,55.84,0.427,Core,Retail loans,Northeast,,
2018,Granite Falls Bank,Granite,Community Commercial,,,5.238,1.106,3.147,55.85,0.446,Core,C&I loans,Northeast,,
2018,Granite Falls Bank,Granite,Community Commercial,,,4.937,1.181,2.969,55.44,0.41,Core,Mortgage,West,,
2019,Granite Falls Bank,Granite,Community Commercial,,,4.802,1.071,3.232,54.45,0.302,Wholesale,Retail loans,Midwest,,
2020,Granite Falls Bank,Granite,Community Commercial,,,5.429,1.043,2.783,54.28,0.642,Core,Retail loans,West,,
2020,Granite Falls Bank,Granite,Community Commercial,,,5.683,0.997,2.764,54.75,0.567,Core,C&I loans,Northeast,,
2021,Granite Falls Bank,Granite,Community Commercial,,,5.1,1.274,2.862,55.37,0.582,Core,Retail loans,Midwest,,
2022,Granite Falls Bank,Granite,Community Commercial,,Hybrid-channel,5.992,1.013,2.944,57.52,0.113,Core,Retail loans,South,,
2023,Granite Falls Bank,Granite,Community Commercial,,,5.707,1.357,2.9,54.2,0.311,Core,Retail loans,South,,
2023,Granite Falls Bank,Granite,Community Commercial,,,5.836,1.451,2.894,53.21,0.249,Core,C&I loans,Midwest,,
2024,Granite Falls Bank,Granite,Community Commercial,,,5.816,1.482,3.088,55.88,0.385,Wholesale,Retail loans,West,,
2024,Granite Falls Bank,Granite,Community Commercial,,,6.012,1.477,3.149,53.16,0.337,Wholesale,C&I loans,Midwest,,
1992,Blue Hollow Bank,Blue,Community Commercial,,,1.068,1.203,3.346,55.27,0.659,Wholesale,Retail loans,Midwest,,
1992,Blue Hollow Bank,Blue,Community Commercial,,,1.003,1.215,3.292,53.4,0.709,Wholesale,C&I loans,South,,
1993,Blue Hollow Bank,Blue,Community Commercial,,,1.066,1.131,3.28,56.02,1.318,Core,Retail loans,Midwest,,
1993,Blue Hollow Bank,Blue,Community Commercial,,,0.978,0.983,3.167,56.44,1.288,Core,C&I loans,South,,
1994,Blue Hollow Bank,Blue,Community Commercial,,,1.088,1.427,3.139,55.12,0.383,Core,Retail loans,South,,
1994,Blue Hollow Bank,Blue,Community Commercial,,,1.012,1.359,3.164,55.78,0.454,Core,C&I loans,South,,
1995,Blue Hollow Bank,Blue,Community Commercial,,,1.014,0.833,3.372,56.48,1.002,Core,Retail loans,Midwest,,
1996,Blue Hollow Bank,Blue,Community Commercial,,,1.113,1.095,3.368,56.54,1.479,Wholesale,Retail loans,Northeast,,
1996,Blue Hollow Bank,Blue,Community Commercial,,,1.166,1.187,3.373,57.14,1.495,Wholesale,C&I loans,South,,
1997,Blue Hollow Bank,Blue,Community Commercial,,,1.085,0.89,3.376,52.03,0.655,Core,Retail loans,Midwest,,
1997,Blue Hollow Bank,Blue,Community Commercial,,,1.043,0.771,3.317,53.52,0.648,Core,C&I loans,South,,
1997,Blue Hollow Bank,Blue,Community Commercial,,,1.126,0.783,3.423,52.99,0.735,Core,Mortgage,South,,
1998,Blue Hollow Bank,Blue,Community Commercial,,,1.201,0.891,3.1,52.95,0.882,Wholesale,Retail loans,West,,
1999,Blue Hollow Bank,Blue,Community Commercial,,,1.201,1.196,3.409,52.42,0.654,Core,Retail loans,West,,
2000,Blue Hollow Bank,Blue,Community Commercial,,,1.254,1.181,3.521,48.57,0.85,Wholesale,Retail loans,Northeast,,
2001,Blue Hollow Bank,Blue,Community Commercial,,,1.118,1.116,3.211,53.99,0.665,Core,Retail loans,Midwest,,
2001,Blue Hollow Bank,Blue,Community Commercial,,,1.218,1.078,3.259,53.06,0.683,Core,C&I loans,West,,
2002,Blue Hollow Bank,Blue,Community Commercial,,,1.248,1.506,3.425,49.24,0.791,Wholesale,Retail loans,South,,
2003,Blue Hollow Bank,Blue,Community Commercial,,,1.194,1.723,3.274,44.13,0.47,Wholesale,Retail loans,Midwest,,
2003,Blue Hollow Bank,Blue,Community Commercial,,,1.309,1.724,3.386,44.2,0.47,Wholesale,C&I loans,Northeast,,
2003,Blue Hollow Bank,Blue,Community Commercial,,,1.236,1.738,3.332,44.66,0.421,Core,Mortgage,South,,
2004,Blue Hollow Bank,Blue,Community Commercial,,,1.16,1.152,3.338,57.93,0.486,Core,Retail loans,West,,
2004,Blue Hollow Bank,Blue,Community Commercial,,,1.183,1.221,3.273,56.97,0.397,Core,C&I loans,West,,
2005,Blue Hollow Bank,Blue,Community Commercial,,,1.302,0.914,3.264,56.39,0.587,Core,Retail loans,Northeast,,
2006,Blue Hollow Bank,Blue,Community Commercial,,,1.233,1.076,3.305,54.0,0.475,Core,Retail loans,South,,
2007,Blue Hollow Bank,Blue,Community Commercial,,,1.373,0.983,3.163,54.97,0.502,Core,Retail loans,South,,
2008,Blue Hollow Bank,Blue,Community Commercial,,,1.321,0.759,3.523,56.68,1.913,Core,Retail loans,Northeast,,
2009,Blue Hollow Bank,Blue,Community Commercial,,Hybrid-channel,1.299,0.518,3.256,61.18,3.569,Core,Retail loans,Midwest,,
2009,Blue Hollow Bank,Blue,Community Commercial,,Hybrid-channel,1.291,0.476,3.335,63.07,3.647,Core,C&I loans,Midwest,,
2009,Blue Hollow Bank,Blue,Community Commercial,,Hybrid-channel,1.292,0.656,3.365,61.67,3.652,Core,Mortgage,Northeast,,
2010,Blue Hollow Bank,Blue,Community Commercial,,,1.323,0.592,3.319,56.64,3.417,Core,Retail loans,Northeast,,
2010,Blue Hollow Bank,Blue,Community Commercial,,,1.491,0.737,3.26,56.31,3.301,Core,C&I loans,Northeast,,
2010,Blue Hollow Bank,Blue,Community Commercial,,,1.378,0.683,3.36,58.04,3.347,Core,Mortgage,West,,
2011,Blue Hollow Bank,Blue,Community Commercial,,,1.46,0.936,3.187,58.24,0.764,Core,Retail loans,West,,
2011,Blue Hollow Bank,Blue,Community Commercial,,,1.527,0.945,3.263,58.53,0.686,Core,C&I loans,Midwest,,
2012,Blue Hollow Bank,Blue,Community Commercial,,,1.599,1.262,3.102,49.93,0.295,Wholesale,Retail loans,Midwest,,
2012,Blue Hollow Bank,Blue,Community Commercial,,,1.578,1.214,3.19,51.58,0.164,Wholesale,C&I loans,Midwest,,
2013,Blue Hollow Bank,Blue,Community Commercial,,,1.598,1.299,3.41,58.32,0.629,Core,Retail loans,South,,
2014,Blue Hollow Bank,Blue,Community Commercial,,,1.53,1.499,3.27,48.24,0.617,Core,Retail loans,West,,
2015,Blue Hollow Bank,Blue,Community Commercial,,,1.587,1.386,3.467,56.54,0.583,Core,Retail loans,Northeast,,
2015,Blue Hollow Bank,Blue,Community Commercial,,,1.743,1.383,3.428,54.76,0.626,Core,C&I loans,South,,
2016,Blue Hollow Bank,Blue,Community Commercial,,,1.883,1.239,3.65,52.88,0.611,Core,Retail loans,Midwest,,
2017,Blue Hollow Bank,Blue,Community Commercial,,,1.745,1.468,3.608,49.79,0.293,Core,Retail loans,West,,
2017,Blue Hollow Bank,Blue,Community Commercial,,,1.797,1.44,3.62,51.08,0.343,Core,C&I loans,West,,
2018,Blue Hollow Bank,Blue,Community Commercial,,,1.788,1.306,3.5,56.26,0.654,Core,Retail loans,West,,
2019,Blue Hollow Bank,Blue,Community Commercial,,,1.915,1.334,3.233,52.18,0.776,Core,Retail loans,Midwest,,
2020,Blue Hollow Bank,Blue,Community Commercial,,,2.163,1.649,3.213,52.22,1.021,Core,Retail loans,Midwest,,
2021,Blue Hollow Bank,Blue,Community Commercial,,,2.171,1.209,3.287,53.17,0.634,Core,Retail loans,South,,
2022,Blue Hollow Bank,Blue,Community Commercial,,,2.112,1.359,3.123,49.49,0.579,Core,Retail loans,West,,
2023,Blue Hollow Bank,Blue,Community Commercial,,,2.355,1.543,3.27,52.8,0.628,Wholesale,Retail loans,West,,
2023,Blue Hollow Bank,Blue,Community Commercial,,,2.143,1.544,3.211,53.6,0.544,Wholesale,C&I loans,Midwest,,
2024,Blue Hollow Bank,Blue,Community Commercial,,Hybrid-channel,2.376,1.307,2.845,56.39,0.084,Core,Retail loans,South,,
2024,Blue Hollow Bank,Blue,Community Commercial,,Hybrid-channel,2.322,1.324,2.816,53.29,0.137,Core,C&I loans,Northeast,,
1992,Cottonwood Bank,Cottonwood,Community Commercial,,,1.726,1.264,3.273,54.43,0.67,Wholesale,Retail loans,Midwest,,
1993,Cottonwood Bank,Cottonwood,Community Commercial,,,1.611,1.314,3.118,55.69,0.293,Wholesale,Retail loans,South,,
1994,Cottonwood Bank,Cottonwood,Community Commercial,,,1.738,1.102,3.562,58.71,0.725,Wholesale,Retail loans,West,,
1995,Cottonwood Bank,Cottonwood,Community Commercial,,,1.781,1.217,3.11,53.68,0.949,Wholesale,Retail loans,Northeast,,
1996,Cottonwood Bank,Cottonwood,Community Commercial,,,1.91,1.191,3.423,53.07,1.125,Core,Retail loans,South,,
1997,Cottonwood Bank,Cottonwood,Community Commercial,,,1.945,0.898,3.254,55.98,0.827,Core,Retail loans,South,,
1997,Cottonwood Bank,Cottonwood,Community Commercial,,,1.888,0.89,3.265,54.96,0.825,Core,C&I loans,South,,
1997,Cottonwood Bank,Cottonwood,Community Commercial,,,1.918,0.906,3.37,56.23,0.944,Core,Mortgage,Midwest,,
1998,Cottonwood Bank,Cottonwood,Community Commercial,,,1.906,1.101,3.142,53.14,0.786,Wholesale,Retail loans,South,,
1998,Cottonwood Bank,Cottonwood,Community Commercial,,,1.879,1.099,3.09,51.65,0.792,Wholesale,C&I loans,Midwest,,
1998,Cottonwood Bank,Cottonwood,Community Commercial,,,2.003,1.108,3.074,52.84,0.767,Wholesale,Mortgage,Midwest,,
1999,Cottonwood Bank,Cottonwood,Community Commercial,,,2.048,1.42,3.246,49.87,0.734,Core,Retail loans,Northeast,,
1999,Cottonwood Bank,Cottonwood,Community Commercial,,,1.987,1.343,3.333,49.92,0.847,Core,C&I loans,Northeast,,
2000,Cottonwood Bank,Cottonwood,Community Commercial,,,1.925,0.885,3.457,56.3,0.334,Core,Retail loans,Midwest,,
2001,Cottonwood Bank,Cottonwood,Community Commercial,,,1.955,1.543,3.611,51.21,0.641,Core,Retail loans,Midwest,,
2002,Cottonwood Bank,Cottonwood,Community Commercial,,,2.047,1.185,3.272,54.49,0.981,Wholesale,Retail loans,Midwest,,
2002,Cottonwood Bank,Cottonwood,Community Commercial,,,2.007,1.179,3.256,54.64,0.853,Core,C&I loans,South,,
2003,Cottonwood Bank,Cottonwood,Community Commercial,,,2.222,1.105,3.339,56.67,1.07,Core,Retail loans,Midwest,,
2004,Cottonwood Bank,Cottonwood,Community Commercial,,,1.993,1.335,3.468,55.02,0.73,Core,Retail loans,Midwest,,
2005,Cottonwood Bank,Cottonwood,Community Commercial,,,2.246,1.247,3.338,53.08,0.72,Wholesale,Retail loans,West,,
2005,Cottonwood Bank,Cottonwood,Community Commercial,,,2.009,1.224,3.395,56.01,0.832,Core,C&I loans,Northeast,,
2006,Cottonwood Bank,Cottonwood,Community Commercial,,Hybrid-channel,2.268,1.508,3.432,57.21,0.584,Core,Retail loans,Northeast,,
2006,Cottonwood Bank,Cottonwood,Community Commercial,,Hybrid-channel,2.2,1.575,3.498,56.52,0.433,Core,C&I loans,Midwest,,
2007,Cottonwood Bank,Cottonwood,Community Commercial,,,2.064,1.111,3.374,54.21,0.819,Core,Retail loans,South,,
2007,Cottonwood Bank,Cottonwood,Community Commercial,,,2.318,1.085,3.236,52.89,0.851,Core,C&I loans,South,,
2008,Cottonwood Bank,Cottonwood,Community Commercial,,,2.401,0.757,3.263,57.64,2.348,Core,Retail loans,Midwest,,
2009,Cottonwood Bank,Cottonwood,Community Commercial,,,2.527,0.643,3.072,54.49,3.865,Wholesale,Retail loans,Northeast,,
2010,Cottonwood Bank,Cottonwood,Community Commercial,,,2.277,0.371,3.276,59.93,3.73,Core,Retail loans,Northeast,,
2010,Cottonwood Bank,Cottonwood,Community Commercial,,,2.56,0.555,3.275,57.8,3.62,Core,C&I loans,Midwest,,
2010,Cottonwood Bank,Cottonwood,Community Commercial,,,2.325,0.455,3.375,60.96,3.745,Core,Mortgage,South,,
2011,Cottonwood Bank,Cottonwood,Community Commercial,,,2.381,0.656,3.498,53.89,0.511,Core,Retail loans,South,,
2011,Cottonwood Bank,Cottonwood,Community Commercial,,,2.355,0.626,3.515,53.92,0.434,Core,C&I loans,Northeast,,
2012,Cottonwood Bank,Cottonwood,Community Commercial,,,2.423,0.951,3.384,51.19,0.691,Core,Retail loans,South,,
2012,Cottonwood Bank,Cottonwood,Community Commercial,,,2.767,1.058,3.447,52.15,0.535,Core,C&I loans,West,,
2013,Cottonwood Bank,Cottonwood,Community Commercial,,,2.881,1.121,3.046,58.66,0.749,Core,Retail loans,South,,
2014,Cottonwood Bank,Cottonwood,Community Commercial,,,2.591,1.32,3.287,57.82,0.548,Core,Retail loans,Northeast,,
2014,Cottonwood Bank,Cottonwood,Community Commercial,,,2.745,1.361,3.272,58.45,0.509,Core,C&I loans,South,,
2014,Cottonwood Bank,Cottonwood,Community Commercial,,,2.795,1.391,3.392,59.59,0.498,Core,Mortgage,Midwest,,
2015,Cottonwood Bank,Cottonwood,Community Commercial,,,2.905,1.239,3.237,56.17,0.334,Core,Retail loans,West,,
2016,Cottonwood Bank,Cottonwood,Community Commercial,,,3.095,1.084,3.061,56.1,0.397,Core,Retail loans,Northeast,,
1992,Red Barn Bank,Red,Community Commercial,,,2.066,1.247,3.41,52.87,0.983,Core,Retail loans,South,,
1992,Red Barn Bank,Red,Community Commercial,,,2.101,1.23,3.328,52.8,0.978,Core,C&I loans,Midwest,,
1993,Red Barn Bank,Red,Community Commercial,,,2.113,1.197,3.272,54.03,0.669,Wholesale,Retail loans,Midwest,,
1994,Red Barn Bank,Red,Community Commercial,,,2.346,1.106,3.33,56.54,1.099,Wholesale,Retail loans,West,,
1995,Red Barn Bank,Red,Community Commercial,,,2.363,1.253,3.109,56.16,0.954,Wholesale,Retail loans,Midwest,,
1995,Red Barn Bank,Red,Community Commercial,,,2.262,1.363,3.222,54.23,0.919,Core,C&I loans,South,,
1996,Red Barn Bank,Red,Community Commercial,,,2.467,1.266,3.342,52.28,0.779,Core,Retail loans,West,,
1997,Red Barn Bank,Red,Community Commercial,,,2.263,1.329,3.359,49.73,0.407,Core,Retail loans,Northeast,,
1998,Red Barn Bank,Red,Community Commercial,,,2.671,1.297,3.449,50.82,0.803,Core,Retail loans,West,,
1999,Red Barn Bank,Red,Community Commercial,,,2.34,1.032,3.216,59.68,1.048,Core,Retail loans,Midwest,,
1999,Red Barn Bank,Red,Community Commercial,,,2.353,1.056,3.313,59.56,1.004,Core,C&I loans,South,,
2000,Red Barn Bank,Red,Community Commercial,,,2.668,1.098,3.326,53.24,1.013,Core,Retail loans,South,,
2000,Red Barn Bank,Red,Community Commercial,,,2.628,1.175,3.282,54.87,1.122,Core,C&I loans,West,,
2000,Red Barn Bank,Red,Community Commercial,,,2.655,1.138,3.315,54.58,1.062,Core,Mortgage,Midwest,,
2001,Red Barn Bank,Red,Community Commercial,,,2.635,1.171,3.141,52.42,0.627,Wholesale,Retail loans,West,,
2001,Red Barn Bank,Red,Community Commercial,,,2.416,1.123,3.135,52.59,0.83,Wholesale,C&I loans,Northeast,,
2002,Red Barn Bank,Red,Community Commercial,,,2.8,1.48,3.288,55.07,0.872,Core,Retail loans,West,,
2003,Red Barn Bank,Red,Community Commercial,,,2.528,1.029,3.33,56.96,0.825,Core,Retail loans,Northeast,,
2004,Red Barn Bank,Red,Community Commercial,,,2.724,1.074,3.481,50.04,0.712,Core,Retail loans,Midwest,,
2004,Red Barn Bank,Red,Community Commercial,,,2.566,1.102,3.459,51.67,0.837,Core,C&I loans,Midwest,,
2005,Red Barn Bank,Red,Community Commercial,,,2.843,1.055,3.225,54.92,0.385,Wholesale,Retail loans,Midwest,,
2006,Red Barn Bank,Red,Community Commercial,,,2.656,1.188,3.755,56.04,0.815,Core,Retail loans,West,,
